algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,38.36,48,48,3582.48,74.63,sa-east-1,c5a.12xlarge,2024-06-11 21:22:25.912373,,
EP Benchmark,D,38.46,48,48,3573.32,74.44,sa-east-1,c5a.12xlarge,2024-06-11 21:23:04.736975,,
EP Benchmark,D,39.34,48,48,3493.31,72.78,sa-east-1,c5a.12xlarge,2024-06-11 21:23:44.472154,,
EP Benchmark,D,38.37,48,48,3582.17,74.63,sa-east-1,c5a.12xlarge,2024-06-11 21:24:23.220547,,
EP Benchmark,D,38.31,48,48,3587.25,74.73,sa-east-1,c5a.12xlarge,2024-06-11 21:25:01.912013,,
EP Benchmark,D,41.42,48,48,3318.30,69.13,sa-east-1,c5.12xlarge,2024-06-11 21:27:23.178597,,
EP Benchmark,D,40.01,48,48,3435.18,71.57,sa-east-1,c5.12xlarge,2024-06-11 21:28:03.528709,,
EP Benchmark,D,40.04,48,48,3432.91,71.52,sa-east-1,c5.12xlarge,2024-06-11 21:28:43.926999,,
EP Benchmark,D,41.52,48,48,3309.80,68.95,sa-east-1,c5.12xlarge,2024-06-11 21:29:25.798076,,
EP Benchmark,D,40.23,48,48,3415.95,71.17,sa-east-1,c5.12xlarge,2024-06-11 21:30:06.388855,,
EP Benchmark,D,34.94,48,48,3933.26,81.94,sa-east-1,c6a.12xlarge,2024-06-11 21:32:06.235410,,
EP Benchmark,D,34.66,48,48,3965.50,82.61,sa-east-1,c6a.12xlarge,2024-06-11 21:32:41.233734,,
EP Benchmark,D,34.68,48,48,3963.48,82.57,sa-east-1,c6a.12xlarge,2024-06-11 21:33:16.261278,,
EP Benchmark,D,34.54,48,48,3978.93,82.89,sa-east-1,c6a.12xlarge,2024-06-11 21:33:51.163706,,
EP Benchmark,D,34.55,48,48,3978.33,82.88,sa-east-1,c6a.12xlarge,2024-06-11 21:34:26.077355,,
EP Benchmark,D,33.73,48,48,4075.14,84.90,sa-east-1,c7i.12xlarge,2024-06-11 21:36:40.069725,,
EP Benchmark,D,33.84,48,48,4061.53,84.62,sa-east-1,c7i.12xlarge,2024-06-11 21:37:14.263107,,
EP Benchmark,D,33.59,48,48,4091.34,85.24,sa-east-1,c7i.12xlarge,2024-06-11 21:37:48.216731,,
EP Benchmark,D,33.72,48,48,4076.06,84.92,sa-east-1,c7i.12xlarge,2024-06-11 21:38:22.282260,,
EP Benchmark,D,33.81,48,48,4064.94,84.69,sa-east-1,c7i.12xlarge,2024-06-11 21:38:56.432397,,
EP Benchmark,D,36.87,48,48,3727.97,77.67,sa-east-1,c6i.12xlarge,2024-06-11 21:41:12.346681,,
EP Benchmark,D,36.19,48,48,3797.22,79.11,sa-east-1,c6i.12xlarge,2024-06-11 21:41:48.866871,,
EP Benchmark,D,35.96,48,48,3821.65,79.62,sa-east-1,c6i.12xlarge,2024-06-11 21:42:25.172697,,
EP Benchmark,D,36.16,48,48,3801.12,79.19,sa-east-1,c6i.12xlarge,2024-06-11 21:43:01.661000,,
EP Benchmark,D,32.63,48,48,4212.10,87.75,sa-east-1,c6i.12xlarge,2024-06-11 21:43:34.623966,,
EP Benchmark,D,28.22,64,64,4869.84,76.09,sa-east-1,c6i.16xlarge,2024-06-11 21:45:57.746609,,
EP Benchmark,D,28.61,64,64,4803.08,75.05,sa-east-1,c6i.16xlarge,2024-06-11 21:46:26.703213,,
EP Benchmark,D,29.15,64,64,4714.92,73.67,sa-east-1,c6i.16xlarge,2024-06-11 21:46:56.206283,,
EP Benchmark,D,28.29,64,64,4857.57,75.90,sa-east-1,c6i.16xlarge,2024-06-11 21:47:24.848240,,
EP Benchmark,D,28.44,64,64,4833.06,75.52,sa-east-1,c6i.16xlarge,2024-06-11 21:47:53.653960,,
EP Benchmark,D,28.91,64,64,4754.39,74.29,sa-east-1,c5a.16xlarge,2024-06-11 21:49:32.264370,,
EP Benchmark,D,28.93,64,64,4751.24,74.24,sa-east-1,c5a.16xlarge,2024-06-11 21:50:01.577584,,
EP Benchmark,D,28.82,64,64,4769.39,74.52,sa-east-1,c5a.16xlarge,2024-06-11 21:50:30.786005,,
EP Benchmark,D,29.55,64,64,4651.06,72.67,sa-east-1,c5a.16xlarge,2024-06-11 21:51:00.730911,,
EP Benchmark,D,28.84,64,64,4765.20,74.46,sa-east-1,c5a.16xlarge,2024-06-11 21:51:29.967716,,
EP Benchmark,D,22.99,64,64,5977.67,93.40,sa-east-1,c7i.16xlarge,2024-06-11 21:53:17.865957,,
EP Benchmark,D,22.93,64,64,5993.65,93.65,sa-east-1,c7i.16xlarge,2024-06-11 21:53:41.151689,,
EP Benchmark,D,22.98,64,64,5982.07,93.47,sa-east-1,c7i.16xlarge,2024-06-11 21:54:04.471976,,
EP Benchmark,D,24.05,64,64,5715.18,89.30,sa-east-1,c7i.16xlarge,2024-06-11 21:54:28.872124,,
EP Benchmark,D,24.10,64,64,5703.89,89.12,sa-east-1,c7i.16xlarge,2024-06-11 21:54:53.322272,,
EP Benchmark,D,25.94,64,64,5298.14,82.78,sa-east-1,c6a.16xlarge,2024-06-11 21:56:44.359323,,
EP Benchmark,D,25.84,64,64,5318.80,83.11,sa-east-1,c6a.16xlarge,2024-06-11 21:57:10.579333,,
EP Benchmark,D,25.96,64,64,5294.55,82.73,sa-east-1,c6a.16xlarge,2024-06-11 21:57:36.936677,,
EP Benchmark,D,25.89,64,64,5309.24,82.96,sa-east-1,c6a.16xlarge,2024-06-11 21:58:03.241151,,
EP Benchmark,D,25.98,64,64,5290.75,82.67,sa-east-1,c6a.16xlarge,2024-06-11 21:58:29.607089,,
