algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,34.07,48,48,4034.15,84.04,sa-east-1,c6g.12xlarge,2024-06-12 17:06:59.493948,2.5152000000,0.251500
EP Benchmark,D,33.66,48,48,4083.58,85.07,sa-east-1,c6g.12xlarge,2024-06-12 17:07:33.608451,2.5152000000,0.251500
EP Benchmark,D,33.68,48,48,4080.50,85.01,sa-east-1,c6g.12xlarge,2024-06-12 17:08:07.894743,2.5152000000,0.251500
EP Benchmark,D,33.67,48,48,4081.82,85.04,sa-east-1,c6g.12xlarge,2024-06-12 17:08:42.199497,2.5152000000,0.251500
EP Benchmark,D,33.70,48,48,4078.84,84.98,sa-east-1,c6g.12xlarge,2024-06-12 17:09:16.503423,2.5152000000,0.251500
EP Benchmark,D,39.05,48,48,3519.83,73.33,sa-east-1,c5a.12xlarge,2024-06-12 17:11:23.889369,2.8320000000,0.372100
EP Benchmark,D,38.33,48,48,3586.07,74.71,sa-east-1,c5a.12xlarge,2024-06-12 17:12:03.107730,2.8320000000,0.372100
EP Benchmark,D,38.35,48,48,3584.13,74.67,sa-east-1,c5a.12xlarge,2024-06-12 17:12:41.915596,2.8320000000,0.372100
EP Benchmark,D,38.36,48,48,3582.96,74.65,sa-east-1,c5a.12xlarge,2024-06-12 17:13:20.830400,2.8320000000,0.372100
EP Benchmark,D,38.38,48,48,3580.86,74.60,sa-east-1,c5a.12xlarge,2024-06-12 17:13:59.582804,2.8320000000,0.372100
EP Benchmark,D,39.10,48,48,3514.89,73.23,sa-east-1,c5.12xlarge,2024-06-12 17:15:49.299355,3.1440000000,1.026300
EP Benchmark,D,38.58,48,48,3562.22,74.21,sa-east-1,c5.12xlarge,2024-06-12 17:16:28.619652,3.1440000000,1.026300
EP Benchmark,D,39.29,48,48,3498.00,72.87,sa-east-1,c5.12xlarge,2024-06-12 17:17:08.554441,3.1440000000,1.026300
EP Benchmark,D,39.48,48,48,3480.91,72.52,sa-east-1,c5.12xlarge,2024-06-12 17:17:48.489570,3.1440000000,1.026300
EP Benchmark,D,39.12,48,48,3513.27,73.19,sa-east-1,c5.12xlarge,2024-06-12 17:18:28.331715,3.1440000000,1.026300
EP Benchmark,D,34.54,48,48,3978.79,82.89,sa-east-1,c6a.12xlarge,2024-06-12 17:20:46.046327,2.8296000000,1.244400
EP Benchmark,D,34.92,48,48,3936.33,82.01,sa-east-1,c6a.12xlarge,2024-06-12 17:21:21.385114,2.8296000000,1.244400
EP Benchmark,D,34.55,48,48,3977.90,82.87,sa-east-1,c6a.12xlarge,2024-06-12 17:21:56.507814,2.8296000000,1.244400
EP Benchmark,D,34.54,48,48,3979.29,82.90,sa-east-1,c6a.12xlarge,2024-06-12 17:22:32.213540,2.8296000000,1.244400
EP Benchmark,D,34.52,48,48,3980.99,82.94,sa-east-1,c6a.12xlarge,2024-06-12 17:23:07.575646,2.8296000000,1.244400
EP Benchmark,D,29.49,48,48,4660.60,97.10,sa-east-1,c7i.12xlarge,2024-06-12 17:25:08.870179,3.3012000000,0.330100
EP Benchmark,D,29.44,48,48,4668.63,97.26,sa-east-1,c7i.12xlarge,2024-06-12 17:25:38.904606,3.3012000000,0.330100
EP Benchmark,D,29.36,48,48,4681.57,97.53,sa-east-1,c7i.12xlarge,2024-06-12 17:26:09.429688,3.3012000000,0.330100
EP Benchmark,D,29.33,48,48,4685.94,97.62,sa-east-1,c7i.12xlarge,2024-06-12 17:26:39.316869,3.3012000000,0.330100
EP Benchmark,D,29.30,48,48,4691.25,97.73,sa-east-1,c7i.12xlarge,2024-06-12 17:27:09.117341,3.3012000000,0.330100
EP Benchmark,D,36.71,48,48,3744.34,78.01,sa-east-1,c6i.12xlarge,2024-06-12 17:29:11.802058,3.1440000000,1.198300
EP Benchmark,D,36.06,48,48,3811.52,79.41,sa-east-1,c6i.12xlarge,2024-06-12 17:29:48.349431,3.1440000000,1.198300
EP Benchmark,D,36.13,48,48,3803.57,79.24,sa-east-1,c6i.12xlarge,2024-06-12 17:30:25.335859,3.1440000000,1.198300
EP Benchmark,D,35.92,48,48,3826.43,79.72,sa-east-1,c6i.12xlarge,2024-06-12 17:31:02.176735,3.1440000000,1.198300
EP Benchmark,D,36.44,48,48,3771.40,78.57,sa-east-1,c6i.12xlarge,2024-06-12 17:31:40.325639,3.1440000000,1.198300
EP Benchmark,D,29.07,64,64,4727.48,73.87,sa-east-1,c6i.16xlarge,2024-06-12 17:33:35.262588,4.1920000000,1.477800
EP Benchmark,D,28.71,64,64,4786.82,74.79,sa-east-1,c6i.16xlarge,2024-06-12 17:34:05.571545,4.1920000000,1.477800
EP Benchmark,D,28.30,64,64,4856.65,75.89,sa-east-1,c6i.16xlarge,2024-06-12 17:34:34.497664,4.1920000000,1.477800
EP Benchmark,D,28.67,64,64,4794.46,74.91,sa-east-1,c6i.16xlarge,2024-06-12 17:35:03.530331,4.1920000000,1.477800
EP Benchmark,D,27.95,64,64,4916.87,76.83,sa-east-1,c6i.16xlarge,2024-06-12 17:35:31.984128,4.1920000000,1.477800
EP Benchmark,D,29.29,64,64,4691.78,73.31,sa-east-1,c5a.16xlarge,2024-06-12 17:37:28.322376,3.7760000000,0.875700
EP Benchmark,D,28.76,64,64,4778.91,74.67,sa-east-1,c5a.16xlarge,2024-06-12 17:37:59.686843,3.7760000000,0.875700
EP Benchmark,D,28.76,64,64,4779.50,74.68,sa-east-1,c5a.16xlarge,2024-06-12 17:38:29.150965,3.7760000000,0.875700
EP Benchmark,D,28.96,64,64,4745.77,74.15,sa-east-1,c5a.16xlarge,2024-06-12 17:38:58.743621,3.7760000000,0.875700
EP Benchmark,D,28.73,64,64,4783.91,74.75,sa-east-1,c5a.16xlarge,2024-06-12 17:39:28.026900,3.7760000000,0.875700
EP Benchmark,D,25.68,64,64,5352.28,83.63,sa-east-1,c7i.16xlarge,2024-06-12 17:41:51.699567,4.4016000000,1.146600
EP Benchmark,D,26.31,64,64,5223.95,81.62,sa-east-1,c7i.16xlarge,2024-06-12 17:42:18.520089,4.4016000000,1.146600
EP Benchmark,D,25.14,64,64,5467.75,85.43,sa-east-1,c7i.16xlarge,2024-06-12 17:42:44.120634,4.4016000000,1.146600
EP Benchmark,D,25.16,64,64,5462.27,85.35,sa-east-1,c7i.16xlarge,2024-06-12 17:43:09.924342,4.4016000000,1.146600
EP Benchmark,D,25.13,64,64,5469.73,85.46,sa-east-1,c7i.16xlarge,2024-06-12 17:43:35.422339,4.4016000000,1.146600
EP Benchmark,D,26.72,64,64,5144.17,80.38,sa-east-1,c6a.16xlarge,2024-06-12 17:45:44.035722,3.7728000000,0.377300
EP Benchmark,D,25.89,64,64,5308.31,82.94,sa-east-1,c6a.16xlarge,2024-06-12 17:46:10.977228,3.7728000000,0.377300
EP Benchmark,D,26.04,64,64,5279.00,82.48,sa-east-1,c6a.16xlarge,2024-06-12 17:46:37.604174,3.7728000000,0.377300
EP Benchmark,D,25.94,64,64,5297.61,82.78,sa-east-1,c6a.16xlarge,2024-06-12 17:47:06.842259,3.7728000000,0.377300
EP Benchmark,D,25.89,64,64,5308.22,82.94,sa-east-1,c6a.16xlarge,2024-06-12 17:47:33.374519,3.7728000000,0.377300
