algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,38.55,48,48,3565.60,74.28,us-east-1,c5a.12xlarge,2024-06-11 22:16:29.077618,1.8480000000,
EP Benchmark,D,38.31,48,48,3587.61,74.74,us-east-1,c5a.12xlarge,2024-06-11 22:17:08.835943,1.8480000000,
EP Benchmark,D,38.28,48,48,3590.09,74.79,us-east-1,c5a.12xlarge,2024-06-11 22:17:48.612682,1.8480000000,
EP Benchmark,D,38.40,48,48,3579.33,74.57,us-east-1,c5a.12xlarge,2024-06-11 22:18:28.508130,1.8480000000,
EP Benchmark,D,38.40,48,48,3579.50,74.57,us-east-1,c5a.12xlarge,2024-06-11 22:19:08.398035,1.8480000000,
EP Benchmark,D,38.06,48,48,3610.90,75.23,us-east-1,c5.12xlarge,2024-06-11 22:21:45.313617,2.0400000000,
EP Benchmark,D,38.36,48,48,3582.82,74.64,us-east-1,c5.12xlarge,2024-06-11 22:22:25.163491,2.0400000000,
EP Benchmark,D,38.45,48,48,3574.63,74.47,us-east-1,c5.12xlarge,2024-06-11 22:23:05.097009,2.0400000000,
EP Benchmark,D,38.75,48,48,3547.04,73.90,us-east-1,c5.12xlarge,2024-06-11 22:23:45.331610,2.0400000000,
EP Benchmark,D,38.67,48,48,3554.60,74.05,us-east-1,c5.12xlarge,2024-06-11 22:24:25.488266,2.0400000000,
EP Benchmark,D,34.59,48,48,3972.83,82.77,us-east-1,c6a.12xlarge,2024-06-11 22:25:57.754436,1.8360000000,
EP Benchmark,D,34.64,48,48,3968.12,82.67,us-east-1,c6a.12xlarge,2024-06-11 22:26:33.872514,1.8360000000,
EP Benchmark,D,34.73,48,48,3957.64,82.45,us-east-1,c6a.12xlarge,2024-06-11 22:27:10.225212,1.8360000000,
EP Benchmark,D,34.58,48,48,3974.49,82.80,us-east-1,c6a.12xlarge,2024-06-11 22:27:46.298537,1.8360000000,
EP Benchmark,D,31.29,48,48,4392.33,91.51,us-east-1,c6a.12xlarge,2024-06-11 22:28:19.088704,1.8360000000,
EP Benchmark,D,32.92,48,48,4175.33,86.99,us-east-1,c7i.12xlarge,2024-06-11 22:30:19.296760,2.1420000000,
EP Benchmark,D,31.30,48,48,4391.29,91.49,us-east-1,c7i.12xlarge,2024-06-11 22:30:52.075424,2.1420000000,
EP Benchmark,D,31.42,48,48,4373.73,91.12,us-east-1,c7i.12xlarge,2024-06-11 22:31:24.974434,2.1420000000,
EP Benchmark,D,31.47,48,48,4367.01,90.98,us-east-1,c7i.12xlarge,2024-06-11 22:31:57.876919,2.1420000000,
EP Benchmark,D,31.34,48,48,4385.31,91.36,us-east-1,c7i.12xlarge,2024-06-11 22:32:30.702778,2.1420000000,
EP Benchmark,D,36.05,48,48,3811.94,79.42,us-east-1,c6i.12xlarge,2024-06-11 22:34:19.763349,2.0400000000,
EP Benchmark,D,35.84,48,48,3834.32,79.88,us-east-1,c6i.12xlarge,2024-06-11 22:34:57.042666,2.0400000000,
EP Benchmark,D,35.79,48,48,3839.96,80.00,us-east-1,c6i.12xlarge,2024-06-11 22:35:34.307625,2.0400000000,
EP Benchmark,D,35.65,48,48,3854.94,80.31,us-east-1,c6i.12xlarge,2024-06-11 22:36:11.441315,2.0400000000,
EP Benchmark,D,35.89,48,48,3829.46,79.78,us-east-1,c6i.12xlarge,2024-06-11 22:36:48.825586,2.0400000000,
EP Benchmark,D,28.82,64,64,4768.09,74.50,us-east-1,c6i.16xlarge,2024-06-11 22:38:45.908482,2.7200000000,
EP Benchmark,D,28.20,64,64,4874.43,76.16,us-east-1,c6i.16xlarge,2024-06-11 22:39:15.585683,2.7200000000,
EP Benchmark,D,28.09,64,64,4893.18,76.46,us-east-1,c6i.16xlarge,2024-06-11 22:39:45.155898,2.7200000000,
EP Benchmark,D,28.21,64,64,4872.31,76.13,us-east-1,c6i.16xlarge,2024-06-11 22:40:14.844504,2.7200000000,
EP Benchmark,D,28.14,64,64,4884.07,76.31,us-east-1,c6i.16xlarge,2024-06-11 22:40:44.421746,2.7200000000,
EP Benchmark,D,29.33,64,64,4685.92,73.22,us-east-1,c5a.16xlarge,2024-06-11 22:42:41.831906,2.4640000000,
EP Benchmark,D,28.84,64,64,4764.77,74.45,us-east-1,c5a.16xlarge,2024-06-11 22:43:12.147389,2.4640000000,
EP Benchmark,D,28.79,64,64,4774.64,74.60,us-east-1,c5a.16xlarge,2024-06-11 22:43:42.576497,2.4640000000,
EP Benchmark,D,28.78,64,64,4776.09,74.63,us-east-1,c5a.16xlarge,2024-06-11 22:44:12.849995,2.4640000000,
