algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,39.56,48,48,3474.26,72.38,sa-east-1,c5a.12xlarge,2024-06-12 07:52:53.049727,2.8320000000,0.380100
EP Benchmark,D,39.36,48,48,3492.11,72.75,sa-east-1,c5a.12xlarge,2024-06-12 07:53:33.188442,2.8320000000,0.380100
EP Benchmark,D,38.39,48,48,3580.23,74.59,sa-east-1,c5a.12xlarge,2024-06-12 07:54:12.308433,2.8320000000,0.380100
EP Benchmark,D,38.33,48,48,3585.31,74.69,sa-east-1,c5a.12xlarge,2024-06-12 07:54:51.457742,2.8320000000,0.380100
EP Benchmark,D,38.32,48,48,3586.70,74.72,sa-east-1,c5a.12xlarge,2024-06-12 07:55:30.334460,2.8320000000,0.380100
EP Benchmark,D,40.82,48,48,3366.63,70.14,sa-east-1,c5.12xlarge,2024-06-12 07:57:22.537946,3.1440000000,1.028900
EP Benchmark,D,41.27,48,48,3330.54,69.39,sa-east-1,c5.12xlarge,2024-06-12 07:58:04.242024,3.1440000000,1.028900
EP Benchmark,D,41.22,48,48,3334.35,69.47,sa-east-1,c5.12xlarge,2024-06-12 07:58:46.134599,3.1440000000,1.028900
EP Benchmark,D,41.71,48,48,3294.76,68.64,sa-east-1,c5.12xlarge,2024-06-12 07:59:28.517842,3.1440000000,1.028900
EP Benchmark,D,41.49,48,48,3312.96,69.02,sa-east-1,c5.12xlarge,2024-06-12 08:00:10.671687,3.1440000000,1.028900
EP Benchmark,D,35.54,48,48,3866.96,80.56,sa-east-1,c6a.12xlarge,2024-06-12 08:01:41.587830,2.8296000000,1.234300
EP Benchmark,D,34.54,48,48,3978.69,82.89,sa-east-1,c6a.12xlarge,2024-06-12 08:02:16.728544,2.8296000000,1.234300
EP Benchmark,D,34.60,48,48,3971.70,82.74,sa-east-1,c6a.12xlarge,2024-06-12 08:02:52.264246,2.8296000000,1.234300
EP Benchmark,D,34.82,48,48,3946.93,82.23,sa-east-1,c6a.12xlarge,2024-06-12 08:03:27.525142,2.8296000000,1.234300
EP Benchmark,D,34.55,48,48,3977.93,82.87,sa-east-1,c6a.12xlarge,2024-06-12 08:04:02.793510,2.8296000000,1.234300
EP Benchmark,D,29.79,48,48,4613.08,96.11,sa-east-1,c7i.12xlarge,2024-06-12 08:06:15.007116,3.3012000000,0.330100
