timestamp;user;nice;system;idle;iowait;irq;softirq;steal;guest;guest_nice
2024-08-20 04:00:47.397756;1536.37;0.01;105.46;25286.83;7.13;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:00:49.400921;1536.61;0.01;105.75;25382.37;7.14;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:00:51.403682;1538.43;0.01;105.93;25476.5;7.14;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:00:53.406463;1540.44;0.01;105.93;25570.62;7.14;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:00:55.409496;1542.44;0.01;105.93;25664.76;7.14;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:00:57.412451;1544.45;0.01;105.93;25758.88;7.14;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:00:59.415413;1546.45;0.01;105.93;25853.02;7.14;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:01:01.418398;1548.45;0.01;105.94;25947.14;7.14;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:01:03.421006;1550.46;0.01;105.94;26041.35;7.14;0.0;0.84;0.23;0.0;0.0
2024-08-20 04:01:05.426309;1552.47;0.01;105.94;26135.49;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:07.429033;1554.48;0.01;105.95;26229.62;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:09.431918;1556.48;0.01;105.95;26323.75;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:11.434946;1558.48;0.01;105.95;26417.89;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:13.437943;1560.49;0.01;105.95;26512.01;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:15.440935;1562.49;0.01;105.96;26606.15;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:17.443907;1564.5;0.01;105.96;26700.27;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:19.446530;1566.5;0.01;105.96;26794.4;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:21.449348;1568.5;0.01;105.96;26888.53;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:23.452370;1570.51;0.01;105.96;26982.67;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:25.455401;1572.51;0.01;105.97;27076.8;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:27.458519;1574.52;0.01;105.97;27170.94;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:29.461603;1576.52;0.01;105.97;27265.07;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:31.464653;1578.53;0.01;105.97;27359.21;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:33.468382;1580.53;0.01;105.97;27453.36;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:35.471177;1582.54;0.01;105.97;27547.48;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:37.474084;1584.54;0.01;105.98;27641.62;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:39.477016;1586.55;0.01;105.98;27735.75;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:41.479937;1588.55;0.01;105.98;27829.88;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:43.482950;1590.56;0.01;105.98;27924.01;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:45.485947;1592.56;0.01;105.98;28018.14;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:47.489040;1594.56;0.01;105.98;28112.28;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:49.492016;1596.57;0.01;105.99;28206.42;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:51.495886;1598.57;0.01;105.99;28300.59;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:53.498622;1600.58;0.01;105.99;28394.71;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:55.501463;1602.58;0.01;105.99;28488.85;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:57.504423;1604.58;0.01;105.99;28582.95;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:01:59.506812;1606.59;0.01;106.0;28677.08;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:02:01.509621;1608.59;0.01;106.0;28771.21;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:02:03.512584;1610.6;0.01;106.0;28865.34;7.15;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:02:05.515713;1612.6;0.01;106.0;28959.52;7.16;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:02:07.519719;1614.61;0.01;106.0;29053.65;7.16;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:02:09.522674;1616.61;0.01;106.0;29147.78;7.16;0.0;0.84;0.24;0.0;0.0
2024-08-20 04:02:11.525765;1618.62;0.01;106.01;29241.92;7.16;0.0;0.84;0.25;0.0;0.0
2024-08-20 04:02:13.528740;1620.62;0.01;106.01;29336.04;7.16;0.0;0.84;0.25;0.0;0.0
2024-08-20 04:02:15.531356;1622.63;0.01;106.01;29430.17;7.16;0.0;0.84;0.25;0.0;0.0
2024-08-20 04:02:17.534174;1624.63;0.01;106.01;29524.3;7.16;0.0;0.84;0.25;0.0;0.0
2024-08-20 04:02:19.537232;1625.15;0.01;106.2;29619.7;7.16;0.0;0.84;0.25;0.0;0.0
2024-08-20 04:02:21.541455;1628.14;0.01;106.68;29712.38;7.16;0.0;0.84;0.25;0.0;0.0
2024-08-20 04:02:23.544542;1632.13;0.01;106.69;29804.49;7.16;0.0;0.84;0.25;0.0;0.0
2024-08-20 04:02:25.547545;1636.13;0.01;106.7;29896.6;7.16;0.0;0.85;0.25;0.0;0.0
2024-08-20 04:02:27.550618;1640.12;0.01;106.72;29988.7;7.16;0.0;0.85;0.25;0.0;0.0
2024-08-20 04:02:29.553589;1644.12;0.01;106.74;30080.81;7.16;0.0;0.86;0.25;0.0;0.0
2024-08-20 04:02:31.556676;1648.1;0.01;106.76;30172.92;7.16;0.0;0.86;0.25;0.0;0.0
2024-08-20 04:02:33.559660;1652.1;0.01;106.78;30265.03;7.16;0.0;0.87;0.25;0.0;0.0
2024-08-20 04:02:35.562766;1656.08;0.01;106.8;30357.14;7.16;0.0;0.87;0.25;0.0;0.0
2024-08-20 04:02:37.565771;1660.07;0.01;106.81;30449.25;7.16;0.0;0.88;0.25;0.0;0.0
2024-08-20 04:02:39.568742;1664.07;0.01;106.83;30541.34;7.16;0.0;0.88;0.25;0.0;0.0
2024-08-20 04:02:41.571318;1668.06;0.01;106.85;30633.45;7.16;0.0;0.89;0.25;0.0;0.0
2024-08-20 04:02:43.574246;1672.05;0.01;106.87;30725.56;7.16;0.0;0.89;0.25;0.0;0.0
2024-08-20 04:02:45.577181;1676.05;0.01;106.88;30817.67;7.16;0.0;0.9;0.25;0.0;0.0
2024-08-20 04:02:47.580204;1680.04;0.01;106.9;30909.78;7.16;0.0;0.9;0.25;0.0;0.0
2024-08-20 04:02:49.583254;1684.02;0.01;106.92;31001.89;7.17;0.0;0.91;0.25;0.0;0.0
2024-08-20 04:02:51.586279;1688.01;0.01;106.95;31094.0;7.17;0.0;0.91;0.25;0.0;0.0
2024-08-20 04:02:53.589278;1692.0;0.01;106.96;31186.11;7.17;0.0;0.92;0.25;0.0;0.0
2024-08-20 04:02:55.592335;1695.98;0.01;106.99;31278.22;7.17;0.0;0.92;0.25;0.0;0.0
2024-08-20 04:02:57.595278;1699.98;0.01;107.0;31370.33;7.17;0.0;0.93;0.25;0.0;0.0
2024-08-20 04:02:59.598418;1703.97;0.01;107.01;31462.44;7.17;0.0;0.93;0.25;0.0;0.0
2024-08-20 04:03:01.601475;1707.96;0.01;107.03;31554.55;7.17;0.0;0.94;0.25;0.0;0.0
2024-08-20 04:03:03.604517;1711.95;0.01;107.05;31646.66;7.17;0.0;0.94;0.25;0.0;0.0
2024-08-20 04:03:05.607608;1715.95;0.01;107.06;31738.78;7.17;0.0;0.95;0.25;0.0;0.0
2024-08-20 04:03:07.610736;1717.24;0.01;107.22;31833.45;7.17;0.0;0.95;0.25;0.0;0.0
2024-08-20 04:03:09.614031;1722.97;0.01;107.79;31923.19;7.17;0.0;0.95;0.26;0.0;0.0
2024-08-20 04:03:11.618014;1730.9;0.01;107.88;32011.33;7.17;0.0;0.96;0.27;0.0;0.0
2024-08-20 04:03:13.620860;1738.82;0.01;107.97;32099.42;7.17;0.0;0.96;0.27;0.0;0.0
2024-08-20 04:03:15.623639;1746.76;0.01;108.05;32187.52;7.17;0.0;0.96;0.28;0.0;0.0
2024-08-20 04:03:17.626342;1754.69;0.01;108.12;32275.62;7.17;0.0;0.97;0.28;0.0;0.0
2024-08-20 04:03:19.629107;1762.63;0.01;108.2;32363.78;7.17;0.0;0.97;0.28;0.0;0.0
2024-08-20 04:03:21.633592;1770.57;0.01;108.28;32451.89;7.17;0.0;0.97;0.29;0.0;0.0
2024-08-20 04:03:23.636362;1778.49;0.01;108.36;32539.98;7.17;0.0;0.98;0.29;0.0;0.0
2024-08-20 04:03:25.639156;1786.43;0.01;108.43;32628.08;7.17;0.0;0.98;0.3;0.0;0.0
