timestamp;read_count;write_count;read_bytes;write_bytes;read_time;write_time;read_merged_count;write_merged_count;busy_time
2024-08-20 04:45:44.529537;8602;3987;313177600;59525120;14066;4382;4588;3806;8141
2024-08-20 04:45:46.531661;8602;3987;313177600;59525120;14066;4382;4588;3806;8141
2024-08-20 04:45:48.533709;8602;3987;313177600;59525120;14066;4382;4588;3806;8141
2024-08-20 04:45:50.535822;8602;3989;313177600;59656192;14066;4384;4588;3808;8142
2024-08-20 04:45:52.537817;8602;3989;313177600;59656192;14066;4384;4588;3808;8142
2024-08-20 04:45:54.540022;8602;3989;313177600;59656192;14066;4384;4588;3808;8142
2024-08-20 04:45:56.542165;8602;4130;313177600;60676096;14066;4503;4588;3811;8153
2024-08-20 04:45:58.544307;8602;4130;313177600;60676096;14066;4503;4588;3811;8153
2024-08-20 04:46:00.546400;8602;4130;313177600;60676096;14066;4503;4588;3811;8153
2024-08-20 04:46:02.548499;8602;4130;313177600;60676096;14066;4503;4588;3811;8153
2024-08-20 04:46:04.551730;8602;4162;313177600;60966912;14066;4528;4588;3850;8154
2024-08-20 04:46:06.553817;8602;4162;313177600;60966912;14066;4528;4588;3850;8154
2024-08-20 04:46:08.555921;8602;4162;313177600;60966912;14066;4528;4588;3850;8154
2024-08-20 04:46:10.557918;8602;4162;313177600;60966912;14066;4528;4588;3850;8154
2024-08-20 04:46:12.560016;8602;4162;313177600;60966912;14066;4528;4588;3850;8154
2024-08-20 04:46:14.562063;8602;4162;313177600;60966912;14066;4528;4588;3850;8154
2024-08-20 04:46:16.564153;8602;4162;313177600;60966912;14066;4528;4588;3850;8154
2024-08-20 04:46:18.566197;8602;4163;313177600;60999680;14066;4529;4588;3855;8154
2024-08-20 04:46:20.568436;8602;4163;313177600;60999680;14066;4529;4588;3855;8154
2024-08-20 04:46:22.570500;8602;4163;313177600;60999680;14066;4529;4588;3855;8154
2024-08-20 04:46:24.572652;8602;4163;313177600;60999680;14066;4529;4588;3855;8154
2024-08-20 04:46:26.574780;8602;4164;313177600;61003776;14066;4530;4588;3855;8155
2024-08-20 04:46:28.576818;8602;4164;313177600;61003776;14066;4530;4588;3855;8155
2024-08-20 04:46:30.578890;8602;4164;313177600;61003776;14066;4530;4588;3855;8155
2024-08-20 04:46:32.580974;8602;4168;313177600;61138944;14066;4535;4588;3855;8156
2024-08-20 04:46:34.583053;8602;4171;313177600;61261824;14066;4537;4588;3882;8158
2024-08-20 04:46:36.585137;8602;4171;313177600;61261824;14066;4537;4588;3882;8158
2024-08-20 04:46:38.587189;8602;4171;313177600;61261824;14066;4537;4588;3882;8158
2024-08-20 04:46:40.589253;8602;4171;313177600;61261824;14066;4537;4588;3882;8158
2024-08-20 04:46:42.591471;8602;4171;313177600;61261824;14066;4537;4588;3882;8158
2024-08-20 04:46:44.593549;8602;4171;313177600;61261824;14066;4537;4588;3882;8158
2024-08-20 04:46:46.595722;8602;4171;313177600;61261824;14066;4537;4588;3882;8158
2024-08-20 04:46:48.597728;8602;4171;313177600;61261824;14066;4537;4588;3882;8158
2024-08-20 04:46:50.599761;8602;4178;313177600;61302784;14066;4544;4588;3884;8159
2024-08-20 04:46:52.601891;8602;4178;313177600;61302784;14066;4544;4588;3884;8159
2024-08-20 04:46:54.604133;8602;4182;313177600;61446144;14066;4548;4588;3884;8160
2024-08-20 04:46:56.606191;8602;4258;313177600;61880320;14066;4600;4588;3885;8166
2024-08-20 04:46:58.608487;8602;4258;313177600;61880320;14066;4600;4588;3885;8166
2024-08-20 04:47:00.610624;8602;4258;313177600;61880320;14066;4600;4588;3885;8166
2024-08-20 04:47:02.612773;8602;4258;313177600;61880320;14066;4600;4588;3885;8166
2024-08-20 04:47:04.615080;8602;4280;313177600;62162944;14066;4621;4588;3932;8171
2024-08-20 04:47:06.617360;8602;4280;313177600;62162944;14066;4621;4588;3932;8171
2024-08-20 04:47:08.619564;8602;4284;313177600;62326784;14066;4624;4588;3932;8172
2024-08-20 04:47:10.621589;8602;4284;313177600;62326784;14066;4624;4588;3932;8172
2024-08-20 04:47:12.624292;8602;4284;313177600;62326784;14066;4624;4588;3932;8172
2024-08-20 04:47:14.626275;8602;4284;313177600;62326784;14066;4624;4588;3932;8172
2024-08-20 04:47:16.628348;8602;4284;313177600;62326784;14066;4624;4588;3932;8172
