timestamp;bytes_sent;bytes_recv;packets_sent;packets_recv;errin;errout;dropin;dropout
2024-08-20 04:35:01.833087;7470577;7190468;13018;13030;0;0;0;0
2024-08-20 04:35:03.835266;7471827;7191454;13029;13042;0;0;0;0
2024-08-20 04:35:05.837349;7471827;7191454;13029;13042;0;0;0;0
2024-08-20 04:35:07.839469;7472135;7191558;13031;13044;0;0;0;0
2024-08-20 04:35:09.842559;7472225;7191634;13032;13045;0;0;0;0
2024-08-20 04:35:11.844650;7472225;7191634;13032;13045;0;0;0;0
2024-08-20 04:35:13.846762;7472225;7191634;13032;13045;0;0;0;0
2024-08-20 04:35:15.848863;7472355;7191686;13033;13046;0;0;0;0
2024-08-20 04:35:17.850913;7472355;7191686;13033;13046;0;0;0;0
2024-08-20 04:35:19.852995;7472355;7191686;13033;13046;0;0;0;0
2024-08-20 04:35:21.856234;7472355;7191686;13033;13046;0;0;0;0
2024-08-20 04:35:23.858284;7472485;7191738;13034;13047;0;0;0;0
2024-08-20 04:35:25.860441;7472575;7191814;13035;13048;0;0;0;0
2024-08-20 04:35:27.862496;7472575;7191814;13035;13048;0;0;0;0
2024-08-20 04:35:29.864576;7472575;7191814;13035;13048;0;0;0;0
2024-08-20 04:35:31.866658;7472705;7191866;13036;13049;0;0;0;0
2024-08-20 04:35:33.868755;7472705;7191866;13036;13049;0;0;0;0
2024-08-20 04:35:35.870828;7472705;7191866;13036;13049;0;0;0;0
2024-08-20 04:35:37.872912;7472705;7191866;13036;13049;0;0;0;0
2024-08-20 04:35:39.874950;7472835;7191918;13037;13050;0;0;0;0
2024-08-20 04:35:41.877005;7475159;7193056;13053;13067;0;0;0;0
2024-08-20 04:35:43.879026;7505997;7222896;13209;13222;0;0;0;0
2024-08-20 04:35:45.881150;7506207;7222948;13210;13223;0;0;0;0
2024-08-20 04:35:47.883276;7506515;7223052;13212;13225;0;0;0;0
2024-08-20 04:35:49.885336;7506687;7223080;13214;13226;0;0;0;0
2024-08-20 04:35:51.888347;7506687;7223132;13214;13227;0;0;0;0
2024-08-20 04:35:53.890404;7506687;7223132;13214;13227;0;0;0;0
2024-08-20 04:35:55.892494;7507177;7223488;13219;13232;0;0;0;0
2024-08-20 04:35:57.894574;7507447;7223716;13222;13235;0;0;0;0
2024-08-20 04:35:59.896684;7507757;7223920;13225;13238;0;0;0;0
2024-08-20 04:36:01.898760;7507757;7223920;13225;13238;0;0;0;0
2024-08-20 04:36:03.900886;7507887;7223972;13226;13239;0;0;0;0
2024-08-20 04:36:05.902983;7601851;7315898;13522;13537;0;0;0;0
2024-08-20 04:36:07.905151;7602369;7316054;13525;13540;0;0;0;0
2024-08-20 04:36:09.907356;7602499;7316106;13526;13541;0;0;0;0
2024-08-20 04:36:11.909442;7602629;7316158;13527;13542;0;0;0;0
2024-08-20 04:36:13.911610;7602759;7316210;13528;13543;0;0;0;0
2024-08-20 04:36:15.913653;7602849;7316286;13529;13544;0;0;0;0
2024-08-20 04:36:17.915757;7610975;7322362;13591;13605;0;0;0;0
2024-08-20 04:36:19.917755;7926519;7637460;14144;14160;0;0;0;0
2024-08-20 04:36:21.921623;7926779;7637564;14146;14162;0;0;0;0
2024-08-20 04:36:23.923825;7934355;7643688;14238;14253;0;0;0;0
2024-08-20 04:36:25.925862;9133683;8842116;15583;15601;0;0;0;0
2024-08-20 04:36:27.928636;9134251;8842324;15587;15605;0;0;0;0
2024-08-20 04:36:29.931078;9150005;8856264;15775;15794;0;0;0;0
2024-08-20 04:36:31.933145;9159279;8860556;15799;15817;0;0;0;0
2024-08-20 04:36:33.935174;9181145;8864440;15831;15846;0;0;0;0
2024-08-20 04:36:35.937176;9193963;8869320;15858;15872;0;0;0;0
