timestamp;total;available;percent;used;free;active;inactive;buffers;cached;shared;slab
2024-08-15 14:22:47.049882;16551931904;10816237568;34.7;4671029248;7117467648;1525841920;6652952576;284745728;4478689280;711720960;385142784
2024-08-15 14:22:49.051460;16551931904;10814373888;34.7;4671315968;7115448320;1525850112;6653595648;284753920;4480413696;713289728;385175552
2024-08-15 14:22:51.054679;16551931904;10844753920;34.5;4642562048;7145795584;1525874688;6619131904;284786688;4478787584;711651328;385175552
2024-08-15 14:22:53.057738;16551931904;10844917760;34.5;4642086912;7145955328;1525891072;6619021312;284786688;4479102976;711983104;385175552
2024-08-15 14:22:55.060980;16551931904;10844966912;34.5;4641062912;7146004480;1525891072;6619041792;284786688;4480077824;712957952;385175552
2024-08-15 14:22:57.065218;16551931904;10844753920;34.5;4641726464;7145791488;1525891072;6619045888;284794880;4479619072;712507392;385208320
2024-08-15 14:22:59.068381;16551931904;10844012544;34.5;4642783232;7145041920;1525899264;6619496448;284803072;4479303680;712183808;385208320
2024-08-15 14:23:01.071738;16551931904;10842779648;34.5;4645732352;7143800832;1525907456;6618730496;284803072;4477595648;710475776;385191936
2024-08-15 14:23:03.074520;16551931904;10842632192;34.5;4645605376;7143636992;1525923840;6618824704;284819456;4477870080;710750208;385118208
2024-08-15 14:23:05.077677;16551931904;10843947008;34.5;4644814848;7144951808;1525923840;6618828800;284819456;4477345792;710225920;385118208
2024-08-15 14:23:07.080864;16551931904;10843971584;34.5;4644851712;7144976384;1525923840;6618619904;284819456;4477284352;710164480;385085440
