timestamp;total;available;percent;used;free;active;inactive;buffers;cached;shared;slab
2024-08-20 02:26:36.074639;100140044288;98775830528;1.4;526942208;99286585344;308363264;68874240;19345408;307171328;3026944;190205952
2024-08-20 02:26:38.081096;100140044288;98776383488;1.4;511983616;99273191424;324857856;75481088;19701760;335167488;3039232;192897024
2024-08-20 02:26:40.149426;100140044288;97670586368;2.5;1617076224;98166198272;1416642560;76042240;19701760;337068032;3039232;193019904
2024-08-20 02:26:42.174240;100140044288;97670336512;2.5;1617321984;98165940224;1415532544;76042240;19701760;337080320;3039232;193044480
2024-08-20 02:26:44.200760;100140044288;97669849088;2.5;1617797120;98165440512;1415536640;76042240;19701760;337104896;3039232;193064960
2024-08-20 02:26:46.210783;100140044288;97671176192;2.5;1616470016;98166767616;1415536640;76042240;19701760;337104896;3039232;193064960
2024-08-20 02:26:48.213882;100140044288;97671176192;2.5;1616470016;98166767616;1415536640;76042240;19701760;337104896;3039232;193073152
2024-08-20 02:26:50.216926;100140044288;97671761920;2.5;1615884288;98167353344;1415536640;76042240;19701760;337104896;3039232;193073152
2024-08-20 02:26:52.220390;100140044288;97672249344;2.5;1615400960;98167840768;1414381568;76042240;19701760;337100800;3035136;193073152
2024-08-20 02:26:54.223599;100140044288;97672249344;2.5;1615396864;98167840768;1414627328;76042240;19701760;337104896;3035136;193073152
2024-08-20 02:26:56.226850;100140044288;97672249344;2.5;1615396864;98167840768;1414643712;76042240;19701760;337104896;3035136;193073152
2024-08-20 02:26:58.230447;100140044288;97670180864;2.5;1617469440;98165776384;1413480448;76042240;19701760;337096704;3031040;193073152
2024-08-20 02:27:00.233923;100140044288;97669447680;2.5;1618206720;98165043200;1413455872;76042240;19701760;337092608;3026944;193044480
2024-08-20 02:27:02.237217;100140044288;97671368704;2.5;1616285696;98166960128;1412804608;76042240;19701760;337096704;3026944;193081344
2024-08-20 02:27:04.240694;100140044288;97674211328;2.5;1613443072;98169802752;1412804608;76042240;19701760;337096704;3026944;193081344
2024-08-20 02:27:06.243900;100140044288;97676800000;2.5;1610854400;98172391424;1412804608;76042240;19714048;337084416;3026944;193081344
