timestamp;read_count;write_count;read_bytes;write_bytes;read_time;write_time;read_merged_count;write_merged_count;busy_time
2024-08-20 02:32:32.807045;7707;1831;301258240;37558272;12204;1884;4271;2540;6120
2024-08-20 02:32:34.810383;7713;1831;301680128;37558272;12208;1884;4271;2540;6124
2024-08-20 02:32:36.813546;7713;1831;301680128;37558272;12208;1884;4271;2540;6124
2024-08-20 02:32:38.816596;7713;1862;301680128;37771264;12208;1905;4271;2541;6127
2024-08-20 02:32:40.819863;7713;1864;301680128;37902336;12208;1907;4271;2543;6128
2024-08-20 02:32:42.823476;7713;1864;301680128;37902336;12208;1907;4271;2543;6128
2024-08-20 02:32:44.826905;7713;1864;301680128;37902336;12208;1907;4271;2543;6128
2024-08-20 02:32:46.829927;7713;1864;301680128;37902336;12208;1907;4271;2543;6128
2024-08-20 02:32:48.833016;7713;1867;301680128;38049792;12208;1913;4271;2576;6132
2024-08-20 02:32:50.836254;7713;1869;301680128;38062080;12208;1915;4271;2576;6133
2024-08-20 02:32:52.839326;7713;1889;301680128;38180864;12208;1929;4271;2585;6134
2024-08-20 02:32:54.842496;7713;1889;301680128;38180864;12208;1929;4271;2585;6134
2024-08-20 02:32:56.846055;7713;1889;301680128;38180864;12208;1929;4271;2585;6134
2024-08-20 02:32:58.849043;7713;1889;301680128;38180864;12208;1929;4271;2585;6134
2024-08-20 02:33:00.852136;7713;1890;301680128;38189056;12208;1930;4271;2586;6134
2024-08-20 02:33:02.855183;7713;1890;301680128;38189056;12208;1930;4271;2586;6134
2024-08-20 02:33:04.858551;7713;1890;301680128;38189056;12208;1930;4271;2586;6134
2024-08-20 02:33:06.861527;7713;1891;301680128;38225920;12208;1931;4271;2591;6135
2024-08-20 02:33:08.864553;7713;1891;301680128;38225920;12208;1931;4271;2591;6135
2024-08-20 02:33:10.867594;7713;1891;301680128;38225920;12208;1931;4271;2591;6135
2024-08-20 02:33:12.870634;7713;1891;301680128;38225920;12208;1931;4271;2591;6135
2024-08-20 02:33:14.873670;7713;1891;301680128;38225920;12208;1931;4271;2591;6135
2024-08-20 02:33:16.876796;7713;1891;301680128;38225920;12208;1931;4271;2591;6135
