timestamp;bytes_sent;bytes_recv;packets_sent;packets_recv;errin;errout;dropin;dropout
2024-08-20 03:42:18.913495;13534602;13762678;22767;23477;0;0;0;0
2024-08-20 03:42:20.916777;13544139;13771387;22868;23580;0;0;0;0
2024-08-20 03:42:22.919402;13544349;13771439;22869;23581;0;0;0;0
2024-08-20 03:42:24.921918;13544439;13771515;22870;23582;0;0;0;0
2024-08-20 03:42:26.924512;13544617;13771567;22871;23583;0;0;0;0
2024-08-20 03:42:28.927160;13544747;13771619;22872;23584;0;0;0;0
2024-08-20 03:42:30.929737;13544747;13771619;22872;23584;0;0;0;0
2024-08-20 03:42:32.932443;13544747;13771619;22872;23584;0;0;0;0
2024-08-20 03:42:34.935128;13544877;13771671;22873;23585;0;0;0;0
2024-08-20 03:42:36.937676;13544877;13771671;22873;23585;0;0;0;0
2024-08-20 03:42:38.940296;13544877;13771671;22873;23585;0;0;0;0
2024-08-20 03:42:40.942868;13544967;13771747;22874;23586;0;0;0;0
2024-08-20 03:42:42.950597;13544967;13771747;22874;23586;0;0;0;0
2024-08-20 03:42:44.953169;13545097;13771799;22875;23587;0;0;0;0
2024-08-20 03:42:46.955815;13545097;13771799;22875;23587;0;0;0;0
2024-08-20 03:42:48.958394;13545097;13771799;22875;23587;0;0;0;0
2024-08-20 03:42:50.960969;13545097;13771799;22875;23587;0;0;0;0
2024-08-20 03:42:52.963626;13545227;13771851;22876;23588;0;0;0;0
2024-08-20 03:42:54.966268;13545227;13771851;22876;23588;0;0;0;0
2024-08-20 03:42:56.968864;13545317;13771927;22877;23589;0;0;0;0
2024-08-20 03:42:58.971526;13545317;13771927;22877;23589;0;0;0;0
2024-08-20 03:43:00.974081;13545359;13771955;22878;23590;0;0;0;0
2024-08-20 03:43:02.976681;13545489;13772007;22879;23591;0;0;0;0
2024-08-20 03:43:04.979362;13549860;13774726;22901;23615;0;0;0;0
2024-08-20 03:43:06.982155;13578600;13802952;23050;23763;0;0;0;0
2024-08-20 03:43:08.984753;13578810;13803004;23051;23764;0;0;0;0
2024-08-20 03:43:10.987395;13579118;13803108;23053;23766;0;0;0;0
2024-08-20 03:43:12.991383;13579208;13803184;23054;23767;0;0;0;0
2024-08-20 03:43:14.994009;13579338;13803236;23055;23768;0;0;0;0
2024-08-20 03:43:16.996609;13579338;13803236;23055;23768;0;0;0;0
2024-08-20 03:43:18.999295;13579468;13803288;23056;23769;0;0;0;0
2024-08-20 03:43:21.001856;13579468;13803288;23056;23769;0;0;0;0
2024-08-20 03:43:23.004500;13579598;13803340;23057;23770;0;0;0;0
2024-08-20 03:43:25.007195;13579598;13803340;23057;23770;0;0;0;0
2024-08-20 03:43:27.009801;13579598;13803340;23057;23770;0;0;0;0
2024-08-20 03:43:29.012473;13582800;13805278;23085;23799;0;0;0;0
2024-08-20 03:43:31.015406;13674014;13895548;23356;24071;0;0;0;0
2024-08-20 03:43:33.018049;13674532;13895704;23359;24074;0;0;0;0
2024-08-20 03:43:35.020795;13674662;13895756;23360;24075;0;0;0;0
2024-08-20 03:43:37.023559;13674752;13895832;23361;24076;0;0;0;0
2024-08-20 03:43:39.026241;13674972;13895960;23363;24078;0;0;0;0
2024-08-20 03:43:41.028947;13675372;13896240;23367;24082;0;0;0;0
2024-08-20 03:43:43.033325;13677744;13897428;23385;24099;0;0;0;0
2024-08-20 03:43:45.036192;13998522;14217246;23972;24689;0;0;0;0
2024-08-20 03:43:47.040329;13999170;14217454;23976;24693;0;0;0;0
2024-08-20 03:43:49.045187;13999300;14217506;23977;24694;0;0;0;0
2024-08-20 03:43:51.049882;13999560;14217610;23979;24696;0;0;0;0
2024-08-20 03:43:53.055007;14063186;14279356;24790;25509;0;0;0;0
2024-08-20 03:43:55.057643;15207340;15422834;25410;26129;0;0;0;0
2024-08-20 03:43:57.061189;15207642;15422966;25413;26132;0;0;0;0
2024-08-20 03:43:59.064789;15223348;15436918;25601;26320;0;0;0;0
2024-08-20 03:44:01.067715;15233314;15441210;25627;26343;0;0;0;0
2024-08-20 03:44:03.070657;15257570;15445098;25662;26373;0;0;0;0
2024-08-20 03:44:05.073216;15271254;15450182;25690;26402;0;0;0;0
