timestamp;bytes_sent;bytes_recv;packets_sent;packets_recv;errin;errout;dropin;dropout
2024-08-15 14:22:47.049882;50023084;247081015;436484;468348;0;0;1461;0
2024-08-15 14:22:49.051460;50023867;247081634;436493;468356;0;0;1461;0
2024-08-15 14:22:51.054679;50024137;247083301;436496;468363;0;0;1461;0
2024-08-15 14:22:53.057738;50024531;247086603;436501;468377;0;0;1461;0
2024-08-15 14:22:55.060980;50024793;247086899;436504;468381;0;0;1461;0
2024-08-15 14:22:57.065218;50024989;247087129;436506;468384;0;0;1461;0
2024-08-15 14:22:59.068381;50025251;247088862;436509;468392;0;0;1461;0
2024-08-15 14:23:01.071738;50027221;247093813;436526;468414;0;0;1461;0
2024-08-15 14:23:03.074520;50028555;247094825;436535;468424;0;0;1461;0
2024-08-15 14:23:05.077677;50029505;247095055;436543;468427;0;0;1461;0
2024-08-15 14:23:07.080864;50031348;247096973;436558;468439;0;0;1461;0
