timestamp;user;nice;system;idle;iowait;irq;softirq;steal;guest;guest_nice
2024-08-20 04:14:34.748094;3937.12;0.01;228.22;62463.61;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:36.751136;3938.82;0.01;228.53;62557.75;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:38.753891;3940.1;0.01;229.25;62651.95;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:40.758787;3942.0;0.01;229.36;62746.09;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:42.761760;3943.42;0.01;229.94;62840.23;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:44.764876;3945.43;0.01;229.94;62934.36;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:46.767857;3947.43;0.01;229.95;63028.5;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:48.771044;3949.44;0.01;229.95;63122.64;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:50.774022;3951.44;0.01;229.95;63216.78;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:52.777152;3952.94;0.01;230.45;63310.92;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:54.780091;3954.74;0.01;230.66;63405.05;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:56.783273;3956.74;0.01;230.66;63499.2;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:14:58.786250;3958.75;0.01;230.67;63593.33;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:00.789394;3960.75;0.01;230.67;63687.46;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:02.791918;3962.76;0.01;230.67;63781.57;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:04.794846;3964.76;0.01;230.68;63875.71;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:06.797835;3966.76;0.01;230.68;63969.84;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:08.800950;3968.77;0.01;230.68;64064.04;7.52;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:10.805536;3970.78;0.01;230.68;64158.17;7.53;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:12.808167;3972.78;0.01;230.68;64252.3;7.53;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:14.811087;3974.79;0.01;230.69;64346.44;7.53;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:16.814184;3976.79;0.01;230.69;64440.58;7.53;0.0;1.57;0.65;0.0;0.0
2024-08-20 04:15:18.817170;3978.8;0.01;230.69;64534.71;7.53;0.0;1.57;0.65;0.0;0.0
