timestamp;total;available;percent;used;free;active;inactive;buffers;cached;shared;slab
2024-08-20 03:26:55.494057;99083063296;97617338368;1.5;600326144;98085683200;431112192;97447936;23216128;373837824;3022848;207945728
2024-08-20 03:26:57.498586;99083063296;96471900160;2.6;1745711104;96940314624;1568038912;97181696;23224320;373813248;3031040;207876096
2024-08-20 03:26:59.501151;99083063296;94639325184;4.5;3578298368;95107727360;3403354112;97193984;23224320;373813248;3031040;207867904
2024-08-20 03:27:01.503751;99083063296;94011752448;5.1;4205871104;94480154624;4027830272;97193984;23224320;373813248;3031040;207867904
2024-08-20 03:27:03.506347;99083063296;94011752448;5.1;4205871104;94480154624;4027830272;97193984;23224320;373813248;3031040;207859712
2024-08-20 03:27:05.508905;99083063296;94011752448;5.1;4205871104;94480154624;4027891712;97193984;23224320;373813248;3031040;207859712
2024-08-20 03:27:07.511509;99083063296;94011752448;5.1;4205871104;94480154624;4027891712;97193984;23224320;373813248;3031040;207859712
2024-08-20 03:27:09.514051;99083063296;94011752448;5.1;4205871104;94480154624;4027891712;97193984;23224320;373813248;3031040;207859712
2024-08-20 03:27:11.516633;99083063296;94011752448;5.1;4205871104;94480154624;4027891712;97193984;23224320;373813248;3031040;207859712
2024-08-20 03:27:13.519350;99083063296;94011752448;5.1;4205867008;94480154624;4027891712;97193984;23224320;373817344;3031040;207859712
2024-08-20 03:27:15.521885;99083063296;94011752448;5.1;4205867008;94480154624;4027891712;97193984;23224320;373817344;3031040;207859712
2024-08-20 03:27:17.524449;99083063296;94011752448;5.1;4205867008;94480154624;4027891712;97193984;23224320;373817344;3031040;207859712
2024-08-20 03:27:19.527075;99083063296;94012563456;5.1;4205056000;94480965632;4027891712;97193984;23224320;373817344;3031040;207859712
2024-08-20 03:27:21.529659;99083063296;94012563456;5.1;4205056000;94480965632;4027891712;97193984;23224320;373817344;3031040;207859712
2024-08-20 03:27:23.532236;99083063296;94012563456;5.1;4205056000;94480965632;4027891712;97193984;23224320;373817344;3031040;207859712
2024-08-20 03:27:25.534899;99083063296;94012563456;5.1;4205056000;94480965632;4027891712;97193984;23224320;373817344;3031040;207859712
2024-08-20 03:27:27.538960;99083063296;94012563456;5.1;4205043712;94480965632;4027891712;97193984;23232512;373821440;3031040;207859712
2024-08-20 03:27:29.541544;99083063296;94012563456;5.1;4205039616;94480965632;4027891712;97193984;23232512;373825536;3031040;207859712
2024-08-20 03:27:31.544199;99083063296;94014205952;5.1;4203397120;94482608128;4027891712;97193984;23232512;373825536;3031040;207859712
2024-08-20 03:27:33.546851;99083063296;94015709184;5.1;4201893888;94484111360;4027891712;97193984;23232512;373825536;3031040;207867904
2024-08-20 03:27:35.549411;99083063296;94015811584;5.1;4201791488;94484213760;4027891712;97193984;23232512;373825536;3031040;207867904
2024-08-20 03:27:37.552023;99083063296;94015811584;5.1;4201791488;94484213760;4027891712;97193984;23232512;373825536;3031040;207867904
2024-08-20 03:27:39.554617;99083063296;94015811584;5.1;4201791488;94484213760;4027891712;97193984;23232512;373825536;3031040;207867904
2024-08-20 03:27:41.557122;99083063296;97603362816;1.5;614240256;98071965696;451342336;97185792;23232512;373624832;3031040;207757312
2024-08-20 03:27:43.559635;99083063296;94806499328;4.3;3411034112;95274852352;3225133056;97202176;23232512;373944320;3108864;208076800
2024-08-20 03:27:45.562216;99083063296;93976588288;5.2;4240855040;94444941312;4060672000;97202176;23232512;374034432;3194880;208076800
2024-08-20 03:27:47.564817;99083063296;93980045312;5.2;4237393920;94448394240;4060672000;97202176;23232512;374042624;3194880;208080896
2024-08-20 03:27:49.567489;99083063296;93983666176;5.1;4233773056;94452015104;4060672000;97202176;23232512;374042624;3194880;208052224
2024-08-20 03:27:51.570055;99083063296;93984804864;5.1;4232634368;94453153792;4060672000;97202176;23232512;374042624;3194880;208052224
2024-08-20 03:27:53.572723;99083063296;93984804864;5.1;4232634368;94453153792;4060672000;97202176;23232512;374042624;3194880;208052224
2024-08-20 03:27:55.575387;99083063296;93985316864;5.1;4232122368;94453665792;4060672000;97202176;23232512;374042624;3194880;208052224
2024-08-20 03:27:57.582813;99083063296;93985316864;5.1;4232101888;94453665792;4060672000;97202176;23244800;374050816;3194880;208052224
2024-08-20 03:27:59.585392;99083063296;93985521664;5.1;4231897088;94453870592;4060672000;97202176;23244800;374050816;3194880;208052224
2024-08-20 03:28:01.588049;99083063296;93985521664;5.1;4231892992;94453870592;4060672000;97202176;23244800;374054912;3194880;208052224
2024-08-20 03:28:03.590656;99083063296;93985521664;5.1;4231892992;94453870592;4060672000;97202176;23244800;374054912;3194880;208052224
2024-08-20 03:28:05.593324;99083063296;97631531008;1.5;586047488;98100117504;430841856;97193984;23244800;373653504;3031040;207888384
2024-08-20 03:28:07.596182;99083063296;94169767936;5.0;4047556608;94638051328;3824959488;97214464;23244800;374210560;3289088;208150528
2024-08-20 03:28:09.598822;99083063296;93897269248;5.2;4319952896;94365552640;4101971968;97214464;23244800;374312960;3391488;208150528
2024-08-20 03:28:11.601525;99083063296;93897269248;5.2;4319952896;94365552640;4101984256;97214464;23244800;374312960;3391488;208150528
2024-08-20 03:28:13.604302;99083063296;93897269248;5.2;4319952896;94365552640;4101984256;97214464;23244800;374312960;3391488;208097280
2024-08-20 03:28:15.607002;99083063296;93897269248;5.2;4319952896;94365552640;4101984256;97214464;23244800;374312960;3391488;208097280
2024-08-20 03:28:17.609688;99083063296;93897326592;5.2;4319948800;94365552640;4101988352;97271808;23244800;374317056;3391488;208097280
2024-08-20 03:28:19.612367;99083063296;97578471424;1.5;639082496;98046791680;431284224;97263616;23244800;373944320;3112960;207687680
2024-08-20 03:28:21.615298;99083063296;94177062912;5.0;4040536064;94645432320;3755909120;97284096;23244800;373850112;3047424;209154048
2024-08-20 03:28:23.617892;99083063296;93821104128;5.3;4395724800;94289211392;4118822912;97284096;23244800;374882304;3817472;209149952
2024-08-20 03:28:25.620800;99083063296;93827883008;5.3;4388945920;94295990272;4118822912;97284096;23252992;374874112;3817472;209158144
2024-08-20 03:28:27.625316;99083063296;93833072640;5.3;4383739904;94301179904;4118831104;97284096;23257088;374886400;3817472;209125376
2024-08-20 03:28:29.628205;99083063296;97395306496;1.7;822341632;97863786496;431644672;97292288;23257088;373678080;3031040;208179200
2024-08-20 03:28:31.631352;99083063296;93578354688;5.6;4637290496;94046179328;4213182464;97300480;23257088;376336384;4734976;211865600
2024-08-20 03:28:33.635214;99083063296;93586354176;5.5;4629286912;94054178816;4213182464;97300480;23257088;376340480;4734976;211865600
2024-08-20 03:28:35.639210;99083063296;97086382080;2.0;1131098112;97554583552;430927872;97308672;23257088;374124544;3022848;209588224
2024-08-20 03:28:37.642475;99083063296;97154863104;1.9;1062645760;97623195648;430522368;97300480;23257088;373964800;3022848;209309696
2024-08-20 03:28:39.645237;99083063296;97220657152;1.9;996843520;97688989696;431894528;97300480;23257088;373972992;3031040;209285120
