timestamp;bytes_sent;bytes_recv;packets_sent;packets_recv;errin;errout;dropin;dropout
2024-08-20 02:31:06.655173;1944553;2070040;3615;3697;0;0;0;0
2024-08-20 02:31:08.660096;1953967;2078504;3714;3796;0;0;0;0
2024-08-20 02:31:10.663298;1954177;2078556;3715;3797;0;0;0;0
2024-08-20 02:31:12.666628;1954445;2078684;3717;3799;0;0;0;0
2024-08-20 02:31:14.669678;1954575;2078736;3718;3800;0;0;0;0
2024-08-20 02:31:16.672694;1954575;2078736;3718;3800;0;0;0;0
2024-08-20 02:31:18.675923;1954705;2078788;3719;3801;0;0;0;0
2024-08-20 02:31:20.678922;1954705;2078788;3719;3801;0;0;0;0
2024-08-20 02:31:22.682456;1954705;2078788;3719;3801;0;0;0;0
2024-08-20 02:31:24.685534;1954835;2078840;3720;3802;0;0;0;0
2024-08-20 02:31:26.689401;1954835;2078840;3720;3802;0;0;0;0
2024-08-20 02:31:28.692901;1954925;2078916;3721;3803;0;0;0;0
2024-08-20 02:31:30.696264;1961745;2084530;3741;3819;0;0;0;0
2024-08-20 02:31:32.699900;1961943;2093988;3744;3826;0;0;0;0
2024-08-20 02:31:34.703277;1961943;2093988;3744;3826;0;0;0;0
2024-08-20 02:31:36.706557;1962337;2094236;3749;3831;0;0;0;0
2024-08-20 02:31:38.709756;1965250;2095739;3770;3855;0;0;0;0
2024-08-20 02:31:40.712905;1995936;2125475;3923;4008;0;0;0;0
2024-08-20 02:31:42.716151;1996324;2125527;3925;4009;0;0;0;0
2024-08-20 02:31:44.719598;1996544;2125707;3927;4012;0;0;0;0
2024-08-20 02:31:46.722829;1996674;2125759;3928;4013;0;0;0;0
2024-08-20 02:31:48.725910;1996716;2125787;3929;4014;0;0;0;0
2024-08-20 02:31:50.728899;1996846;2125839;3930;4015;0;0;0;0
2024-08-20 02:31:52.732443;1996846;2125839;3930;4015;0;0;0;0
2024-08-20 02:31:54.735486;1996976;2125891;3931;4016;0;0;0;0
2024-08-20 02:31:56.739118;1997106;2125891;3932;4016;0;0;0;0
2024-08-20 02:31:58.742384;2003236;2130137;3975;4062;0;0;0;0
2024-08-20 02:32:00.745473;2092978;2219139;4247;4334;0;0;0;0
2024-08-20 02:32:02.749319;2093416;2219295;4250;4337;0;0;0;0
2024-08-20 02:32:04.752501;2093546;2219347;4251;4338;0;0;0;0
2024-08-20 02:32:06.755516;2093676;2219399;4252;4339;0;0;0;0
2024-08-20 02:32:08.758552;2100610;2224291;4308;4395;0;0;0;0
2024-08-20 02:32:10.761846;2417864;2540673;4868;4955;0;0;0;0
2024-08-20 02:32:12.765949;2417994;2540777;4869;4957;0;0;0;0
2024-08-20 02:32:14.769776;2418254;2540881;4871;4959;0;0;0;0
2024-08-20 02:32:16.773830;2431144;2551537;5007;5095;0;0;0;0
2024-08-20 02:32:18.777569;3627874;3747665;6338;6428;0;0;0;0
2024-08-20 02:32:20.786826;3628264;3747769;6341;6430;0;0;0;0
2024-08-20 02:32:22.790609;3644462;3762041;6536;6626;0;0;0;0
2024-08-20 02:32:24.793949;3653152;3766257;6560;6648;0;0;0;0
2024-08-20 02:32:26.797128;3673096;3770265;6594;6678;0;0;0;0
2024-08-20 02:32:28.800350;3685218;3775133;6622;6703;0;0;0;0
