2024-08-20 00:45:25.686276;8205;2524;305591808;43362304;9930;6612;4271;2733;5123
2024-08-20 00:45:27.688843;8205;2524;305591808;43362304;9930;6612;4271;2733;5123
2024-08-20 00:45:29.691203;8205;2569;305591808;43628544;9930;6647;4271;2734;5128
2024-08-20 00:45:31.693620;8205;2571;305591808;43808768;9930;6650;4271;2736;5129
2024-08-20 00:45:33.695945;8205;2571;305591808;43808768;9930;6650;4271;2736;5129
2024-08-20 00:45:35.698640;8205;2571;305591808;43808768;9930;6650;4271;2736;5129
2024-08-20 00:45:37.702330;8205;2574;305591808;43943936;9930;6653;4271;2766;5131
2024-08-20 00:45:39.704702;8205;2574;305591808;43943936;9930;6653;4271;2766;5131
2024-08-20 00:45:41.707053;8205;2598;305591808;44062720;9930;6678;4271;2771;5133
2024-08-20 00:45:43.709407;8205;2598;305591808;44062720;9930;6678;4271;2771;5133
2024-08-20 00:45:45.711780;8205;2598;305591808;44062720;9930;6678;4271;2771;5133
2024-08-20 00:45:47.714218;8205;2598;305591808;44062720;9930;6678;4271;2771;5133
2024-08-20 00:45:49.716947;8205;2598;305591808;44062720;9930;6678;4271;2771;5133
2024-08-20 00:45:51.719304;8205;2598;305591808;44062720;9930;6678;4271;2771;5133
2024-08-20 00:45:53.721660;8205;2598;305591808;44062720;9930;6678;4271;2771;5133
2024-08-20 00:45:55.724012;8205;2598;305591808;44062720;9930;6678;4271;2771;5133
2024-08-20 00:45:57.726771;8205;2599;305591808;44095488;9930;6679;4271;2776;5134
2024-08-20 00:45:59.729163;8205;2599;305591808;44095488;9930;6679;4271;2776;5134
2024-08-20 00:46:01.731549;8205;2599;305591808;44095488;9930;6679;4271;2776;5134
2024-08-20 00:46:03.733939;8205;2599;305591808;44095488;9930;6679;4271;2776;5134
2024-08-20 00:46:05.736304;8205;2599;305591808;44095488;9930;6679;4271;2776;5134
2024-08-20 00:46:07.739552;8205;2601;305591808;44115968;9930;6681;4271;2779;5135
2024-08-20 00:46:09.741943;8205;2601;305591808;44115968;9930;6681;4271;2779;5135
2024-08-20 00:46:11.744664;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:13.747371;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:15.750111;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:17.752468;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:19.754834;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:21.757240;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:23.759952;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:25.762351;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:27.764810;8205;2603;305591808;44124160;9930;6682;4271;2779;5135
2024-08-20 00:46:29.767175;8205;2610;305591808;44165120;9930;6689;4271;2781;5136
2024-08-20 00:46:31.769611;8205;2610;305591808;44165120;9930;6689;4271;2781;5136
2024-08-20 00:46:33.771957;8205;2610;305591808;44165120;9930;6689;4271;2781;5136
2024-08-20 00:46:35.774671;8205;2610;305591808;44165120;9930;6689;4271;2781;5136
2024-08-20 00:46:37.778094;8205;2612;305591808;44185600;9930;6691;4271;2784;5138
2024-08-20 00:46:39.780450;8205;2612;305591808;44185600;9930;6691;4271;2784;5138
2024-08-20 00:46:41.783175;8205;2614;305591808;44193792;9930;6693;4271;2784;5139
2024-08-20 00:46:43.785913;8205;2614;305591808;44193792;9930;6693;4271;2784;5139
2024-08-20 00:46:45.788285;8205;2614;305591808;44193792;9930;6693;4271;2784;5139
2024-08-20 00:46:47.790746;8205;2615;305591808;44197888;9930;6693;4271;2784;5140
2024-08-20 00:46:49.793112;8205;2664;305591808;44582912;9930;6751;4271;2812;5148
2024-08-20 00:46:51.795498;8205;2666;305591808;44591104;9930;6753;4271;2812;5149
2024-08-20 00:46:53.797908;8205;2670;305591808;44775424;9930;6757;4271;2812;5150
2024-08-20 00:46:55.800262;8205;2690;305591808;44967936;9930;6792;4271;2833;5163
2024-08-20 00:46:57.802630;8205;2690;305591808;44967936;9930;6792;4271;2833;5163
2024-08-20 00:46:59.804987;8205;2690;305591808;44967936;9930;6792;4271;2833;5163
2024-08-20 00:47:01.807354;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:03.809757;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:05.812135;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:07.814597;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:09.816973;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:11.819328;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:13.821719;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:15.824068;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:17.826440;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:19.828823;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:21.831188;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:23.833607;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:25.835941;8205;2704;305591808;45037568;9930;6805;4271;2836;5165
2024-08-20 00:47:27.839165;8205;2706;305591808;45058048;9930;6807;4271;2839;5167
2024-08-20 00:47:29.841541;8205;2710;305591808;45139968;9930;6810;4271;2855;5169
2024-08-20 00:47:31.843913;8205;2713;305591808;45152256;9930;6812;4271;2855;5169
2024-08-20 00:47:33.846324;8205;2756;305591808;45406208;9930;6853;4271;2857;5174
2024-08-20 00:47:35.848716;8205;2760;305591808;45598720;9930;6858;4271;2857;5175
2024-08-20 00:47:37.851099;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:39.853505;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:41.855882;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:43.858281;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:45.860669;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:47.863093;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:49.865482;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:51.867852;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:53.870250;8205;2770;305591808;45647872;9930;6868;4271;2858;5177
2024-08-20 00:47:55.872617;8205;2771;305591808;45651968;9930;6872;4271;2858;5181
2024-08-20 00:47:57.875015;8205;2771;305591808;45651968;9930;6872;4271;2858;5181
2024-08-20 00:47:59.877388;8205;2816;305591808;46102528;9930;6936;4271;2896;5191
2024-08-20 00:48:01.879764;8205;2820;305591808;46315520;9930;6942;4271;2896;5192
2024-08-20 00:48:03.882180;8205;2820;305591808;46315520;9930;6942;4271;2896;5192
2024-08-20 00:48:05.884558;8205;2838;305591808;46434304;9930;6968;4271;2907;5194
2024-08-20 00:48:07.887004;8205;2838;305591808;46434304;9930;6968;4271;2907;5194
2024-08-20 00:48:09.889404;8205;2838;305591808;46434304;9930;6968;4271;2907;5194
2024-08-20 00:48:11.891852;8205;2838;305591808;46434304;9930;6968;4271;2907;5194
2024-08-20 00:48:13.894286;8205;2889;305591808;46757888;9930;7032;4271;2910;5202
2024-08-20 00:48:15.896750;8205;2893;305591808;47007744;9930;7037;4271;2910;5204
2024-08-20 00:48:17.899195;8205;2893;305591808;47007744;9930;7037;4271;2910;5204
2024-08-20 00:48:19.901604;8205;2893;305591808;47007744;9930;7037;4271;2910;5204
2024-08-20 00:48:21.903958;8205;2893;305591808;47007744;9930;7037;4271;2910;5204
