timestamp;bytes_sent;bytes_recv;packets_sent;packets_recv;errin;errout;dropin;dropout
2024-08-20 04:25:55.250421;3702446;3777769;6589;6693;0;0;0;0
2024-08-20 04:25:57.252528;3712177;3786412;6690;6795;0;0;0;0
2024-08-20 04:25:59.254541;3712267;3786540;6691;6797;0;0;0;0
2024-08-20 04:26:01.256681;3712267;3786540;6691;6797;0;0;0;0
2024-08-20 04:26:03.258729;3712267;3786540;6691;6797;0;0;0;0
2024-08-20 04:26:05.260844;3712267;3786540;6691;6797;0;0;0;0
2024-08-20 04:26:07.262879;3712429;3786592;6692;6798;0;0;0;0
2024-08-20 04:26:09.264931;3712429;3786592;6692;6798;0;0;0;0
2024-08-20 04:26:11.266957;3712429;3786592;6692;6798;0;0;0;0
2024-08-20 04:26:13.269006;3712519;3786668;6693;6799;0;0;0;0
2024-08-20 04:26:15.271052;3713059;3787124;6699;6805;0;0;0;0
2024-08-20 04:26:17.273152;3713239;3787276;6701;6807;0;0;0;0
2024-08-20 04:26:19.275187;3713239;3787276;6701;6807;0;0;0;0
2024-08-20 04:26:21.277206;3713433;3787328;6702;6808;0;0;0;0
2024-08-20 04:26:23.279304;3713433;3787328;6702;6808;0;0;0;0
2024-08-20 04:26:25.281391;3713627;3787380;6703;6809;0;0;0;0
2024-08-20 04:26:27.283539;3713669;3787408;6704;6810;0;0;0;0
2024-08-20 04:26:29.285622;3713669;3787408;6704;6810;0;0;0;0
2024-08-20 04:26:31.287673;3713953;3787536;6706;6812;0;0;0;0
2024-08-20 04:26:33.289693;3713953;3787536;6706;6812;0;0;0;0
2024-08-20 04:26:35.291757;3714147;3787588;6707;6813;0;0;0;0
2024-08-20 04:26:37.293788;3714147;3787588;6707;6813;0;0;0;0
2024-08-20 04:26:39.295829;3714147;3787588;6707;6813;0;0;0;0
2024-08-20 04:26:41.297829;3714341;3787640;6708;6814;0;0;0;0
2024-08-20 04:26:43.299949;3714341;3787640;6708;6814;0;0;0;0
2024-08-20 04:26:45.302047;3714535;3787692;6709;6815;0;0;0;0
2024-08-20 04:26:47.305137;3714625;3787768;6710;6816;0;0;0;0
2024-08-20 04:26:49.307224;3714625;3787768;6710;6816;0;0;0;0
2024-08-20 04:26:51.309259;3714819;3787820;6711;6817;0;0;0;0
2024-08-20 04:26:53.311427;3714819;3787820;6711;6817;0;0;0;0
2024-08-20 04:26:55.313567;3715013;3787872;6712;6818;0;0;0;0
2024-08-20 04:26:57.315662;3715013;3787872;6712;6818;0;0;0;0
2024-08-20 04:26:59.317669;3715013;3787872;6712;6818;0;0;0;0
2024-08-20 04:27:01.319737;3715207;3787924;6713;6819;0;0;0;0
2024-08-20 04:27:03.321755;3715207;3787924;6713;6819;0;0;0;0
2024-08-20 04:27:05.323943;3715491;3788000;6715;6820;0;0;0;0
2024-08-20 04:27:07.325995;3715491;3788052;6715;6821;0;0;0;0
2024-08-20 04:27:09.328058;3715491;3788052;6715;6821;0;0;0;0
2024-08-20 04:27:11.330125;3715685;3788104;6716;6822;0;0;0;0
2024-08-20 04:27:13.332228;3715685;3788104;6716;6822;0;0;0;0
2024-08-20 04:27:15.334287;3715685;3788104;6716;6822;0;0;0;0
2024-08-20 04:27:17.336366;3715969;3788232;6718;6824;0;0;0;0
2024-08-20 04:27:19.338505;3716329;3788536;6722;6828;0;0;0;0
2024-08-20 04:27:21.340618;3716883;3788892;6727;6833;0;0;0;0
2024-08-20 04:27:23.342653;3716925;3788920;6728;6834;0;0;0;0
