timestamp;bytes_sent;bytes_recv;packets_sent;packets_recv;errin;errout;dropin;dropout
2024-08-20 02:26:36.074639;52408;354832;415;545;0;0;0;0
2024-08-20 02:26:38.081096;63450;374053;528;662;0;0;0;0
2024-08-20 02:26:40.149426;64674;374937;539;672;0;0;0;0
2024-08-20 02:26:42.174240;64674;374937;539;672;0;0;0;0
2024-08-20 02:26:44.200760;64900;374989;540;673;0;0;0;0
2024-08-20 02:26:46.210783;64900;374989;540;673;0;0;0;0
2024-08-20 02:26:48.213882;64954;375049;541;674;0;0;0;0
2024-08-20 02:26:50.216926;65132;375101;542;675;0;0;0;0
2024-08-20 02:26:52.220390;65222;375177;543;676;0;0;0;0
2024-08-20 02:26:54.223599;65292;375177;544;676;0;0;0;0
2024-08-20 02:26:56.226850;65292;375177;544;676;0;0;0;0
2024-08-20 02:26:58.230447;65470;375229;545;677;0;0;0;0
2024-08-20 02:27:00.233923;65470;375229;545;677;0;0;0;0
2024-08-20 02:27:02.237217;65470;375229;545;677;0;0;0;0
2024-08-20 02:27:04.240694;65470;375229;545;677;0;0;0;0
2024-08-20 02:27:06.243900;65512;375257;546;678;0;0;0;0
2024-08-20 02:27:08.248172;65780;375385;548;680;0;0;0;0
2024-08-20 02:27:10.251491;65780;375385;548;680;0;0;0;0
2024-08-20 02:27:12.254472;65780;375385;548;680;0;0;0;0
2024-08-20 02:27:14.257724;65780;375385;548;680;0;0;0;0
2024-08-20 02:27:16.261000;66066;375557;551;683;0;0;0;0
2024-08-20 02:27:18.264366;66066;375557;551;683;0;0;0;0
2024-08-20 02:27:20.267545;66066;375557;551;683;0;0;0;0
2024-08-20 02:27:22.271494;66066;375557;551;683;0;0;0;0
2024-08-20 02:27:24.275017;66404;375685;554;685;0;0;0;0
2024-08-20 02:27:26.278636;66404;375685;554;685;0;0;0;0
2024-08-20 02:27:28.281624;66404;375685;554;685;0;0;0;0
2024-08-20 02:27:30.284702;66404;375685;554;685;0;0;0;0
2024-08-20 02:27:32.287775;66582;375737;555;686;0;0;0;0
2024-08-20 02:27:34.290920;66582;375737;555;686;0;0;0;0
2024-08-20 02:27:36.294446;66582;375737;555;686;0;0;0;0
2024-08-20 02:27:38.298476;66582;375737;555;686;0;0;0;0
2024-08-20 02:27:40.301531;67210;376169;561;692;0;0;0;0
2024-08-20 02:27:42.304750;67570;376473;565;696;0;0;0;0
2024-08-20 02:27:44.308094;67570;376473;565;696;0;0;0;0
2024-08-20 02:27:46.311591;67570;376473;565;696;0;0;0;0
2024-08-20 02:27:48.314598;67748;376525;566;697;0;0;0;0
2024-08-20 02:27:50.317628;67748;376525;566;697;0;0;0;0
2024-08-20 02:27:52.321142;67748;376525;566;697;0;0;0;0
2024-08-20 02:27:54.324067;67748;376525;566;697;0;0;0;0
2024-08-20 02:27:56.327250;67926;376577;567;698;0;0;0;0
