timestamp;bytes_sent;bytes_recv;packets_sent;packets_recv;errin;errout;dropin;dropout
2024-08-20 04:41:14.242141;11114082;10582003;19092;19055;0;0;0;0
2024-08-20 04:41:16.244206;11120315;10587962;19181;19146;0;0;0;0
2024-08-20 04:41:18.246257;11120315;10587962;19181;19146;0;0;0;0
2024-08-20 04:41:20.248385;11120541;10588014;19182;19147;0;0;0;0
2024-08-20 04:41:22.250420;11120721;10588166;19184;19149;0;0;0;0
2024-08-20 04:41:24.252486;11120721;10588166;19184;19149;0;0;0;0
2024-08-20 04:41:26.254590;11120721;10588166;19184;19149;0;0;0;0
2024-08-20 04:41:28.256653;11120763;10588194;19185;19150;0;0;0;0
2024-08-20 04:41:30.258720;11120941;10588246;19186;19151;0;0;0;0
2024-08-20 04:41:32.260783;11120941;10588246;19186;19151;0;0;0;0
2024-08-20 04:41:34.262817;11120941;10588246;19186;19151;0;0;0;0
2024-08-20 04:41:36.264906;11120941;10588246;19186;19151;0;0;0;0
2024-08-20 04:41:38.267009;11121031;10588322;19187;19152;0;0;0;0
2024-08-20 04:41:40.269046;11121209;10588374;19188;19153;0;0;0;0
2024-08-20 04:41:42.271067;11121209;10588374;19188;19153;0;0;0;0
2024-08-20 04:41:44.273137;11121209;10588374;19188;19153;0;0;0;0
2024-08-20 04:41:46.275227;11121209;10588374;19188;19153;0;0;0;0
2024-08-20 04:41:48.277267;11121209;10588374;19188;19153;0;0;0;0
2024-08-20 04:41:50.279303;11121387;10588426;19189;19154;0;0;0;0
2024-08-20 04:41:52.281317;11121387;10588426;19189;19154;0;0;0;0
2024-08-20 04:41:54.283513;11121477;10588502;19190;19155;0;0;0;0
2024-08-20 04:41:56.286197;11121477;10588502;19190;19155;0;0;0;0
2024-08-20 04:41:58.288284;11121477;10588502;19190;19155;0;0;0;0
2024-08-20 04:42:00.290323;11121655;10588554;19191;19156;0;0;0;0
2024-08-20 04:42:02.292396;11121655;10588554;19191;19156;0;0;0;0
2024-08-20 04:42:04.294440;11121655;10588554;19191;19156;0;0;0;0
2024-08-20 04:42:06.296554;11121655;10588554;19191;19156;0;0;0;0
2024-08-20 04:42:08.298610;11121655;10588554;19191;19156;0;0;0;0
2024-08-20 04:42:10.300673;11121745;10588630;19192;19157;0;0;0;0
2024-08-20 04:42:12.302801;11121923;10588682;19193;19158;0;0;0;0
2024-08-20 04:42:14.304855;11121923;10588682;19193;19158;0;0;0;0
2024-08-20 04:42:16.306951;11121923;10588682;19193;19158;0;0;0;0
2024-08-20 04:42:18.309011;11121923;10588682;19193;19158;0;0;0;0
2024-08-20 04:42:20.311061;11121923;10588682;19193;19158;0;0;0;0
2024-08-20 04:42:22.313134;11122191;10588810;19195;19160;0;0;0;0
