timestamp;user;nice;system;idle;iowait;irq;softirq;steal;guest;guest_nice
2024-08-15 14:22:47.049882;2359.5;0.01;605.21;117084.97;151.46;0.0;97.63;0.0;0.0;0.0
2024-08-15 14:22:49.051460;2359.74;0.01;605.28;117100.53;151.48;0.0;97.64;0.0;0.0;0.0
2024-08-15 14:22:51.054679;2359.99;0.01;605.39;117116.07;151.52;0.0;97.65;0.0;0.0;0.0
2024-08-15 14:22:53.057738;2360.26;0.01;605.5;117131.62;151.53;0.0;97.66;0.0;0.0;0.0
2024-08-15 14:22:55.060980;2360.5;0.01;605.57;117147.24;151.53;0.0;97.66;0.0;0.0;0.0
2024-08-15 14:22:57.065218;2360.72;0.01;605.64;117162.82;151.57;0.0;97.67;0.0;0.0;0.0
2024-08-15 14:22:59.068381;2360.95;0.01;605.74;117178.4;151.58;0.0;97.68;0.0;0.0;0.0
2024-08-15 14:23:01.071738;2361.2;0.01;605.82;117193.99;151.58;0.0;97.69;0.0;0.0;0.0
2024-08-15 14:23:03.074520;2361.4;0.01;605.91;117209.56;151.62;0.0;97.7;0.0;0.0;0.0
2024-08-15 14:23:05.077677;2361.58;0.01;606.02;117225.19;151.62;0.0;97.7;0.0;0.0;0.0
2024-08-15 14:23:07.080864;2361.86;0.01;606.09;117240.74;151.66;0.0;97.72;0.0;0.0;0.0
