algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price,STATUS
EP Benchmark,,,,,,,us-east-1a,c7a.12xlarge,2024-06-14 13:07:00.071061,,,InsufficientInstanceCapacity
EP Benchmark,D,34.02,48,48,4040.44,84.18,us-east-1a,c6g.12xlarge,2024-06-14 13:07:59.384916,1.6320000000,0.712300,SUCCESS
EP Benchmark,D,33.69,48,48,4080.03,85.00,us-east-1a,c6g.12xlarge,2024-06-14 13:08:34.535643,1.6320000000,0.712300,SUCCESS
EP Benchmark,D,33.69,48,48,4080.11,85.00,us-east-1a,c6g.12xlarge,2024-06-14 13:09:09.709427,1.6320000000,0.712300,SUCCESS
EP Benchmark,D,33.68,48,48,4080.54,85.01,us-east-1a,c6g.12xlarge,2024-06-14 13:09:44.860938,1.6320000000,0.712300,SUCCESS
EP Benchmark,D,33.69,48,48,4079.19,84.98,us-east-1a,c6g.12xlarge,2024-06-14 13:10:20.023552,1.6320000000,0.712300,SUCCESS
EP Benchmark,D,22.70,48,48,6053.93,126.12,us-east-1a,c7g.12xlarge,2024-06-14 13:12:10.935846,1.7400000000,0.774000,SUCCESS
EP Benchmark,D,22.43,48,48,6126.28,127.63,us-east-1a,c7g.12xlarge,2024-06-14 13:12:34.977579,1.7400000000,0.774000,SUCCESS
EP Benchmark,D,22.43,48,48,6127.39,127.65,us-east-1a,c7g.12xlarge,2024-06-14 13:12:59.004337,1.7400000000,0.774000,SUCCESS
EP Benchmark,D,22.43,48,48,6128.78,127.68,us-east-1a,c7g.12xlarge,2024-06-14 13:13:23.002177,1.7400000000,0.774000,SUCCESS
EP Benchmark,D,22.42,48,48,6129.34,127.69,us-east-1a,c7g.12xlarge,2024-06-14 13:13:46.852889,1.7400000000,0.774000,SUCCESS
EP Benchmark,D,38.40,48,48,3579.02,74.56,us-east-1a,c5a.12xlarge,2024-06-14 13:15:38.827722,1.8480000000,0.881900,SUCCESS
EP Benchmark,D,39.40,48,48,3488.47,72.68,us-east-1a,c5a.12xlarge,2024-06-14 13:16:19.859821,1.8480000000,0.881900,SUCCESS
EP Benchmark,D,39.40,48,48,3487.89,72.66,us-east-1a,c5a.12xlarge,2024-06-14 13:17:00.722785,1.8480000000,0.881900,SUCCESS
EP Benchmark,D,38.51,48,48,3569.12,74.36,us-east-1a,c5a.12xlarge,2024-06-14 13:17:40.752166,1.8480000000,0.881900,SUCCESS
EP Benchmark,D,38.39,48,48,3580.48,74.59,us-east-1a,c5a.12xlarge,2024-06-14 13:18:20.637443,1.8480000000,0.881900,SUCCESS
EP Benchmark,D,40.71,48,48,3376.28,70.34,us-east-1a,c5.12xlarge,2024-06-14 13:21:00.542804,2.0400000000,0.894200,SUCCESS
EP Benchmark,D,40.71,48,48,3375.81,70.33,us-east-1a,c5.12xlarge,2024-06-14 13:21:42.705801,2.0400000000,0.894200,SUCCESS
EP Benchmark,D,42.49,48,48,3234.43,67.38,us-east-1a,c5.12xlarge,2024-06-14 13:22:26.696603,2.0400000000,0.894200,SUCCESS
EP Benchmark,D,41.15,48,48,3340.10,69.59,us-east-1a,c5.12xlarge,2024-06-14 13:23:09.296596,2.0400000000,0.894200,SUCCESS
EP Benchmark,D,39.73,48,48,3458.95,72.06,us-east-1a,c5.12xlarge,2024-06-14 13:23:50.531506,2.0400000000,0.894200,SUCCESS
EP Benchmark,D,34.50,48,48,3983.71,82.99,us-east-1a,c6a.12xlarge,2024-06-14 13:25:53.758129,1.8360000000,0.834800,SUCCESS
EP Benchmark,D,34.44,48,48,3991.22,83.15,us-east-1a,c6a.12xlarge,2024-06-14 13:26:29.817840,1.8360000000,0.834800,SUCCESS
EP Benchmark,D,34.43,48,48,3991.58,83.16,us-east-1a,c6a.12xlarge,2024-06-14 13:27:05.750765,1.8360000000,0.834800,SUCCESS
EP Benchmark,D,34.44,48,48,3990.65,83.14,us-east-1a,c6a.12xlarge,2024-06-14 13:27:41.824569,1.8360000000,0.834800,SUCCESS
EP Benchmark,D,34.41,48,48,3993.67,83.20,us-east-1a,c6a.12xlarge,2024-06-14 13:28:17.873751,1.8360000000,0.834800,SUCCESS
EP Benchmark,,,,,,,us-east-1a,c7i.12xlarge,2024-06-14 13:29:49.255077,,,InsufficientInstanceCapacity
EP Benchmark,D,36.25,48,48,3790.95,78.98,us-east-1a,c6i.12xlarge,2024-06-14 13:30:51.109526,2.0400000000,0.900900,SUCCESS
EP Benchmark,D,36.05,48,48,3812.72,79.43,us-east-1a,c6i.12xlarge,2024-06-14 13:31:28.621499,2.0400000000,0.900900,SUCCESS
EP Benchmark,D,36.08,48,48,3809.09,79.36,us-east-1a,c6i.12xlarge,2024-06-14 13:32:06.166938,2.0400000000,0.900900,SUCCESS
EP Benchmark,D,35.99,48,48,3819.27,79.57,us-east-1a,c6i.12xlarge,2024-06-14 13:32:43.611290,2.0400000000,0.900900,SUCCESS
EP Benchmark,D,35.84,48,48,3835.23,79.90,us-east-1a,c6i.12xlarge,2024-06-14 13:33:20.899781,2.0400000000,0.900900,SUCCESS
EP Benchmark,D,27.79,64,64,4945.15,77.27,us-east-1a,c6i.16xlarge,2024-06-14 13:35:02.221184,2.7200000000,1.324800,SUCCESS
EP Benchmark,D,27.63,64,64,4974.94,77.73,us-east-1a,c6i.16xlarge,2024-06-14 13:35:31.340673,2.7200000000,1.324800,SUCCESS
EP Benchmark,D,27.62,64,64,4975.22,77.74,us-east-1a,c6i.16xlarge,2024-06-14 13:36:00.457908,2.7200000000,1.324800,SUCCESS
EP Benchmark,D,27.81,64,64,4941.99,77.22,us-east-1a,c6i.16xlarge,2024-06-14 13:36:29.771840,2.7200000000,1.324800,SUCCESS
EP Benchmark,D,27.73,64,64,4956.94,77.45,us-east-1a,c6i.16xlarge,2024-06-14 13:36:58.999342,2.7200000000,1.324800,SUCCESS
