algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price,STATUS
EP Benchmark,,,,,,,sa-east-1a,c7a.12xlarge,2024-06-14 09:08:46.378628,,,
EP Benchmark,,,,,,,sa-east-1a,c6g.12xlarge,2024-06-14 09:09:08.833098,,,
EP Benchmark,,,,,,,sa-east-1a,c7g.12xlarge,2024-06-14 09:09:09.855669,,,
EP Benchmark,,,,,,,sa-east-1a,c5a.12xlarge,2024-06-14 09:09:11.091340,,,
EP Benchmark,,,,,,,sa-east-1a,c5.12xlarge,2024-06-14 09:09:12.412597,,,
EP Benchmark,,,,,,,sa-east-1a,c6a.12xlarge,2024-06-14 09:09:13.447506,,,
EP Benchmark,,,,,,,sa-east-1a,c7i.12xlarge,2024-06-14 09:09:14.484767,,,
EP Benchmark,,,,,,,sa-east-1a,c6i.12xlarge,2024-06-14 09:09:15.522409,,,
EP Benchmark,,,,,,,sa-east-1a,c6i.16xlarge,2024-06-14 09:09:16.532224,,,
EP Benchmark,,,,,,,sa-east-1a,c5a.16xlarge,2024-06-14 09:09:17.610296,,,
EP Benchmark,,,,,,,sa-east-1a,c7a.16xlarge,2024-06-14 09:09:18.499513,,,
EP Benchmark,,,,,,,sa-east-1a,c7i.16xlarge,2024-06-14 09:09:19.506719,,,
EP Benchmark,,,,,,,sa-east-1a,c6a.16xlarge,2024-06-14 09:09:20.642345,,,
