algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price,STATUS
EP Benchmark,,,,,,,sa-east-1a,c7a.12xlarge,2024-06-14 09:13:29.314747,,,Unsupported
EP Benchmark,D,33.27,48,48,4130.75,86.06,sa-east-1a,c6g.12xlarge,2024-06-14 09:14:26.579807,2.5152000000,0.251500,SUCCESS
EP Benchmark,D,33.69,48,48,4079.84,85.00,sa-east-1a,c6g.12xlarge,2024-06-14 09:15:00.592947,2.5152000000,0.251500,SUCCESS
EP Benchmark,D,34.08,48,48,4033.05,84.02,sa-east-1a,c6g.12xlarge,2024-06-14 09:15:35.016222,2.5152000000,0.251500,SUCCESS
EP Benchmark,D,33.66,48,48,4082.80,85.06,sa-east-1a,c6g.12xlarge,2024-06-14 09:16:09.005858,2.5152000000,0.251500,SUCCESS
EP Benchmark,D,33.66,48,48,4082.68,85.06,sa-east-1a,c6g.12xlarge,2024-06-14 09:16:43.014011,2.5152000000,0.251500,SUCCESS
EP Benchmark,,,,,,,sa-east-1a,c7g.12xlarge,2024-06-14 09:17:45.570314,,,Unsupported
EP Benchmark,D,38.82,48,48,3540.39,73.76,sa-east-1a,c5a.12xlarge,2024-06-14 09:18:48.117366,2.8320000000,0.371200,SUCCESS
EP Benchmark,D,38.26,48,48,3592.49,74.84,sa-east-1a,c5a.12xlarge,2024-06-14 09:19:26.736093,2.8320000000,0.371200,SUCCESS
EP Benchmark,D,38.26,48,48,3592.00,74.83,sa-east-1a,c5a.12xlarge,2024-06-14 09:20:05.381853,2.8320000000,0.371200,SUCCESS
EP Benchmark,D,38.43,48,48,3576.39,74.51,sa-east-1a,c5a.12xlarge,2024-06-14 09:20:44.201593,2.8320000000,0.371200,SUCCESS
EP Benchmark,D,38.23,48,48,3594.62,74.89,sa-east-1a,c5a.12xlarge,2024-06-14 09:21:22.813134,2.8320000000,0.371200,SUCCESS
EP Benchmark,D,42.37,48,48,3243.50,67.57,sa-east-1a,c5.12xlarge,2024-06-14 09:23:30.000623,3.1440000000,1.004600,SUCCESS
EP Benchmark,D,41.94,48,48,3277.27,68.28,sa-east-1a,c5.12xlarge,2024-06-14 09:24:12.285293,3.1440000000,1.004600,SUCCESS
EP Benchmark,D,42.00,48,48,3272.48,68.18,sa-east-1a,c5.12xlarge,2024-06-14 09:24:54.646831,3.1440000000,1.004600,SUCCESS
EP Benchmark,D,42.15,48,48,3260.54,67.93,sa-east-1a,c5.12xlarge,2024-06-14 09:25:37.149154,3.1440000000,1.004600,SUCCESS
EP Benchmark,D,43.74,48,48,3142.40,65.47,sa-east-1a,c5.12xlarge,2024-06-14 09:26:21.227755,3.1440000000,1.004600,SUCCESS
EP Benchmark,D,38.26,48,48,3591.87,74.83,sa-east-1a,c6a.12xlarge,2024-06-14 09:28:24.881821,2.8296000000,1.243900,SUCCESS
EP Benchmark,D,41.12,48,48,3342.39,69.63,sa-east-1a,c6a.12xlarge,2024-06-14 09:29:06.382550,2.8296000000,1.243900,SUCCESS
EP Benchmark,D,43.11,48,48,3187.76,66.41,sa-east-1a,c6a.12xlarge,2024-06-14 09:29:49.873778,2.8296000000,1.243900,SUCCESS
EP Benchmark,D,40.64,48,48,3381.51,70.45,sa-east-1a,c6a.12xlarge,2024-06-14 09:30:30.889962,2.8296000000,1.243900,SUCCESS
EP Benchmark,D,39.85,48,48,3449.27,71.86,sa-east-1a,c6a.12xlarge,2024-06-14 09:31:11.107925,2.8296000000,1.243900,SUCCESS
EP Benchmark,D,33.02,48,48,4162.59,86.72,sa-east-1a,c7i.12xlarge,2024-06-14 09:33:09.454525,3.3012000000,0.330100,SUCCESS
EP Benchmark,D,32.95,48,48,4171.09,86.90,sa-east-1a,c7i.12xlarge,2024-06-14 09:33:42.756026,3.3012000000,0.330100,SUCCESS
EP Benchmark,D,32.94,48,48,4173.02,86.94,sa-east-1a,c7i.12xlarge,2024-06-14 09:34:16.036176,3.3012000000,0.330100,SUCCESS
EP Benchmark,D,32.95,48,48,4171.21,86.90,sa-east-1a,c7i.12xlarge,2024-06-14 09:34:49.333745,3.3012000000,0.330100,SUCCESS
EP Benchmark,D,32.86,48,48,4183.13,87.15,sa-east-1a,c7i.12xlarge,2024-06-14 09:35:22.546770,3.3012000000,0.330100,SUCCESS
EP Benchmark,D,37.48,48,48,3667.13,76.40,sa-east-1a,c6i.12xlarge,2024-06-14 09:37:09.823437,3.1440000000,1.189000,SUCCESS
EP Benchmark,D,35.82,48,48,3836.43,79.93,sa-east-1a,c6i.12xlarge,2024-06-14 09:37:45.968241,3.1440000000,1.189000,SUCCESS
EP Benchmark,D,35.97,48,48,3820.43,79.59,sa-east-1a,c6i.12xlarge,2024-06-14 09:38:22.273131,3.1440000000,1.189000,SUCCESS
EP Benchmark,D,36.51,48,48,3764.29,78.42,sa-east-1a,c6i.12xlarge,2024-06-14 09:38:59.116918,3.1440000000,1.189000,SUCCESS
EP Benchmark,D,36.70,48,48,3744.71,78.01,sa-east-1a,c6i.12xlarge,2024-06-14 09:39:36.152471,3.1440000000,1.189000,SUCCESS
EP Benchmark,D,29.10,64,64,4723.02,73.80,sa-east-1a,c6i.16xlarge,2024-06-14 09:41:30.327091,4.1920000000,1.463400,SUCCESS
EP Benchmark,D,28.59,64,64,4807.88,75.12,sa-east-1a,c6i.16xlarge,2024-06-14 09:41:59.247548,4.1920000000,1.463400,SUCCESS
EP Benchmark,D,27.95,64,64,4918.13,76.85,sa-east-1a,c6i.16xlarge,2024-06-14 09:42:27.541652,4.1920000000,1.463400,SUCCESS
EP Benchmark,D,27.93,64,64,4921.35,76.90,sa-east-1a,c6i.16xlarge,2024-06-14 09:42:55.821804,4.1920000000,1.463400,SUCCESS
EP Benchmark,D,27.88,64,64,4930.47,77.04,sa-east-1a,c6i.16xlarge,2024-06-14 09:43:24.038900,4.1920000000,1.463400,SUCCESS
EP Benchmark,D,29.51,64,64,4657.96,72.78,sa-east-1a,c5a.16xlarge,2024-06-14 09:45:18.331113,3.7760000000,0.863400,SUCCESS
EP Benchmark,D,29.53,64,64,4654.66,72.73,sa-east-1a,c5a.16xlarge,2024-06-14 09:45:48.229713,3.7760000000,0.863400,SUCCESS
EP Benchmark,D,28.75,64,64,4780.50,74.70,sa-east-1a,c5a.16xlarge,2024-06-14 09:46:17.378601,3.7760000000,0.863400,SUCCESS
EP Benchmark,D,29.57,64,64,4647.25,72.61,sa-east-1a,c5a.16xlarge,2024-06-14 09:46:47.348886,3.7760000000,0.863400,SUCCESS
EP Benchmark,D,29.54,64,64,4653.05,72.70,sa-east-1a,c5a.16xlarge,2024-06-14 09:47:17.283444,3.7760000000,0.863400,SUCCESS
EP Benchmark,,,,,,,sa-east-1a,c7a.16xlarge,2024-06-14 09:48:20.013639,,,Unsupported
EP Benchmark,D,26.58,64,64,5169.93,80.78,sa-east-1a,c7i.16xlarge,2024-06-14 09:49:09.928803,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,25.12,64,64,5470.87,85.48,sa-east-1a,c7i.16xlarge,2024-06-14 09:49:35.421370,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,26.29,64,64,5227.70,81.68,sa-east-1a,c7i.16xlarge,2024-06-14 09:50:02.062338,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,25.16,64,64,5461.73,85.34,sa-east-1a,c7i.16xlarge,2024-06-14 09:50:27.599238,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,25.27,64,64,5437.97,84.97,sa-east-1a,c7i.16xlarge,2024-06-14 09:50:53.218197,4.4016000000,1.097700,SUCCESS
EP Benchmark,D,26.89,64,64,5110.71,79.85,sa-east-1a,c6a.16xlarge,2024-06-14 09:52:13.992505,3.7728000000,0.378200,SUCCESS
EP Benchmark,D,25.85,64,64,5316.44,83.07,sa-east-1a,c6a.16xlarge,2024-06-14 09:52:40.213792,3.7728000000,0.378200,SUCCESS
EP Benchmark,D,25.84,64,64,5319.56,83.12,sa-east-1a,c6a.16xlarge,2024-06-14 09:53:06.395489,3.7728000000,0.378200,SUCCESS
EP Benchmark,D,25.80,64,64,5326.36,83.22,sa-east-1a,c6a.16xlarge,2024-06-14 09:53:32.564963,3.7728000000,0.378200,SUCCESS
EP Benchmark,D,25.86,64,64,5314.65,83.04,sa-east-1a,c6a.16xlarge,2024-06-14 09:53:58.816545,3.7728000000,0.378200,SUCCESS
