algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,33.63,48,48,4087.21,85.15,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:07:37.661279,1.6320000000,0.720700
EP Benchmark,D,33.67,48,48,4081.51,85.03,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:08:12.762975,1.6320000000,0.720700
EP Benchmark,D,33.68,48,48,4080.72,85.01,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:08:47.913894,1.6320000000,0.720700
EP Benchmark,D,33.66,48,48,4083.31,85.07,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:09:23.057743,1.6320000000,0.720700
EP Benchmark,D,33.69,48,48,4079.93,85.00,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:09:58.181542,1.6320000000,0.720700
EP Benchmark,D,22.45,48,48,6121.06,127.52,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:11:49.180501,,
EP Benchmark,D,22.43,48,48,6128.51,127.68,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:12:13.216280,,
EP Benchmark,D,22.43,48,48,6126.86,127.64,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:12:37.195309,,
EP Benchmark,D,22.44,48,48,6124.17,127.59,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:13:01.058497,,
EP Benchmark,D,22.44,48,48,6125.87,127.62,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:13:25.099037,,
EP Benchmark,D,38.25,48,48,3593.25,74.86,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:15:32.903514,,
EP Benchmark,D,39.30,48,48,3497.47,72.86,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:16:13.675826,,
EP Benchmark,D,38.30,48,48,3588.90,74.77,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:16:53.459277,,
EP Benchmark,D,38.36,48,48,3583.27,74.65,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:17:33.312642,,
EP Benchmark,D,38.18,48,48,3600.10,75.00,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:18:12.970987,,
EP Benchmark,D,40.17,48,48,3421.70,71.29,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:19:50.920525,,
EP Benchmark,D,39.89,48,48,3445.42,71.78,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:20:32.255421,,
EP Benchmark,D,39.94,48,48,3440.87,71.68,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:21:13.694076,,
EP Benchmark,D,39.97,48,48,3438.54,71.64,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:21:55.114936,,
EP Benchmark,D,39.89,48,48,3445.59,71.78,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:22:36.453164,,
EP Benchmark,D,34.45,48,48,3989.02,83.10,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:24:40.118430,,
EP Benchmark,D,34.43,48,48,3992.41,83.18,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:25:16.170274,,
EP Benchmark,D,34.43,48,48,3991.36,83.15,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:25:52.066720,,
EP Benchmark,D,34.41,48,48,3994.37,83.22,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:26:27.963704,,
EP Benchmark,D,34.43,48,48,3992.29,83.17,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:27:03.886961,,
EP Benchmark,D,33.68,48,48,4080.19,85.00,us-east-1us-east-1c,c7i.12xlarge,2024-06-13 17:29:39.551833,,
EP Benchmark,D,33.61,48,48,4089.05,85.19,us-east-1us-east-1c,c7i.12xlarge,2024-06-13 17:30:14.599256,,
EP Benchmark,D,33.61,48,48,4089.70,85.20,us-east-1us-east-1c,c7i.12xlarge,2024-06-13 17:30:49.678840,,
EP Benchmark,D,33.62,48,48,4087.70,85.16,us-east-1us-east-1c,c7i.12xlarge,2024-06-13 17:31:24.772328,,
EP Benchmark,D,33.58,48,48,4093.15,85.27,us-east-1us-east-1c,c7i.12xlarge,2024-06-13 17:31:59.831382,,
EP Benchmark,D,35.72,48,48,3848.00,80.17,us-east-1us-east-1a,c6i.12xlarge,2024-06-13 17:33:48.787133,,
EP Benchmark,D,35.58,48,48,3862.87,80.48,us-east-1us-east-1a,c6i.12xlarge,2024-06-13 17:34:25.822135,,
EP Benchmark,D,36.31,48,48,3784.81,78.85,us-east-1us-east-1a,c6i.12xlarge,2024-06-13 17:35:03.619157,,
EP Benchmark,D,35.57,48,48,3864.05,80.50,us-east-1us-east-1a,c6i.12xlarge,2024-06-13 17:35:40.642035,,
EP Benchmark,D,35.71,48,48,3849.22,80.19,us-east-1us-east-1a,c6i.12xlarge,2024-06-13 17:36:17.827603,,
EP Benchmark,D,28.56,64,64,4812.72,75.20,us-east-1us-east-1b,c6i.16xlarge,2024-06-13 17:37:56.776943,,
EP Benchmark,D,28.68,64,64,4792.73,74.89,us-east-1us-east-1b,c6i.16xlarge,2024-06-13 17:38:26.955049,,
EP Benchmark,D,28.64,64,64,4798.82,74.98,us-east-1us-east-1b,c6i.16xlarge,2024-06-13 17:38:57.075270,,
EP Benchmark,D,28.65,64,64,4796.40,74.94,us-east-1us-east-1b,c6i.16xlarge,2024-06-13 17:39:27.207730,,
EP Benchmark,D,28.60,64,64,4805.17,75.08,us-east-1us-east-1b,c6i.16xlarge,2024-06-13 17:39:57.291223,,
EP Benchmark,D,28.87,64,64,4761.23,74.39,us-east-1us-east-1a,c5a.16xlarge,2024-06-13 17:41:40.018118,,
EP Benchmark,D,28.76,64,64,4779.54,74.68,us-east-1us-east-1a,c5a.16xlarge,2024-06-13 17:42:10.243395,,
EP Benchmark,D,28.87,64,64,4760.83,74.39,us-east-1us-east-1a,c5a.16xlarge,2024-06-13 17:42:40.574734,,
EP Benchmark,D,28.76,64,64,4778.94,74.67,us-east-1us-east-1a,c5a.16xlarge,2024-06-13 17:43:10.981873,,
EP Benchmark,D,28.67,64,64,4794.45,74.91,us-east-1us-east-1a,c5a.16xlarge,2024-06-13 17:43:41.114640,,
EP Benchmark,D,27.20,64,64,5052.31,78.94,us-east-1us-east-1b,c7a.16xlarge,2024-06-13 17:45:35.891821,,
EP Benchmark,D,26.96,64,64,5098.66,79.67,us-east-1us-east-1b,c7a.16xlarge,2024-06-13 17:46:04.294911,,
EP Benchmark,D,26.88,64,64,5112.93,79.89,us-east-1us-east-1b,c7a.16xlarge,2024-06-13 17:46:32.667361,,
EP Benchmark,D,26.87,64,64,5114.66,79.92,us-east-1us-east-1b,c7a.16xlarge,2024-06-13 17:47:01.039423,,
EP Benchmark,D,26.31,64,64,5223.93,81.62,us-east-1us-east-1b,c7a.16xlarge,2024-06-13 17:47:28.811728,,
EP Benchmark,D,26.08,64,64,5269.10,82.33,us-east-1us-east-1a,c6a.16xlarge,2024-06-13 17:50:28.755993,,
EP Benchmark,D,25.96,64,64,5294.23,82.72,us-east-1us-east-1a,c6a.16xlarge,2024-06-13 17:50:56.169965,,
EP Benchmark,D,26.07,64,64,5271.55,82.37,us-east-1us-east-1a,c6a.16xlarge,2024-06-13 17:51:23.749597,,
EP Benchmark,D,25.91,64,64,5305.35,82.90,us-east-1us-east-1a,c6a.16xlarge,2024-06-13 17:51:51.176044,,
EP Benchmark,D,25.94,64,64,5298.42,82.79,us-east-1us-east-1a,c6a.16xlarge,2024-06-13 17:52:18.614910,,
