algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,38.48,48,48,3572.15,74.42,us-east-1,c5a.12xlarge,2024-06-11 21:22:25.255236,,
EP Benchmark,D,39.53,48,48,3476.98,72.44,us-east-1,c5a.12xlarge,2024-06-11 21:23:06.368925,,
EP Benchmark,D,38.38,48,48,3580.66,74.60,us-east-1,c5a.12xlarge,2024-06-11 21:23:46.380737,,
EP Benchmark,D,38.26,48,48,3592.18,74.84,us-east-1,c5a.12xlarge,2024-06-11 21:24:26.262695,,
EP Benchmark,D,38.49,48,48,3570.34,74.38,us-east-1,c5a.12xlarge,2024-06-11 21:25:06.210489,,
EP Benchmark,D,40.36,48,48,3405.32,70.94,us-east-1,c5.12xlarge,2024-06-11 21:27:45.618371,,
EP Benchmark,D,39.44,48,48,3484.41,72.59,us-east-1,c5.12xlarge,2024-06-11 21:28:26.569198,,
EP Benchmark,D,39.53,48,48,3476.43,72.43,us-east-1,c5.12xlarge,2024-06-11 21:29:07.575997,,
EP Benchmark,D,39.90,48,48,3444.95,71.77,us-east-1,c5.12xlarge,2024-06-11 21:29:48.941669,,
EP Benchmark,D,39.55,48,48,3475.17,72.40,us-east-1,c5.12xlarge,2024-06-11 21:30:29.975273,,
EP Benchmark,D,35.02,48,48,3924.16,81.75,us-east-1,c6a.12xlarge,2024-06-11 21:32:48.656414,,
EP Benchmark,D,34.72,48,48,3959.04,82.48,us-east-1,c6a.12xlarge,2024-06-11 21:33:24.881924,,
EP Benchmark,D,34.73,48,48,3957.29,82.44,us-east-1,c6a.12xlarge,2024-06-11 21:34:01.248586,,
EP Benchmark,D,34.72,48,48,3958.63,82.47,us-east-1,c6a.12xlarge,2024-06-11 21:34:37.468125,,
EP Benchmark,D,34.71,48,48,3960.10,82.50,us-east-1,c6a.12xlarge,2024-06-11 21:35:13.658775,,
EP Benchmark,D,33.29,48,48,4128.60,86.01,us-east-1,c7i.12xlarge,2024-06-11 21:37:29.127032,,
EP Benchmark,D,32.60,48,48,4215.36,87.82,us-east-1,c7i.12xlarge,2024-06-11 21:38:03.214371,,
EP Benchmark,D,34.08,48,48,4032.36,84.01,us-east-1,c7i.12xlarge,2024-06-11 21:38:38.774851,,
EP Benchmark,D,32.70,48,48,4203.10,87.56,us-east-1,c7i.12xlarge,2024-06-11 21:39:12.953176,,
EP Benchmark,D,33.42,48,48,4112.90,85.69,us-east-1,c7i.12xlarge,2024-06-11 21:39:47.807047,,
EP Benchmark,D,35.83,48,48,3836.26,79.92,us-east-1,c6i.12xlarge,2024-06-11 21:41:39.775318,,
EP Benchmark,D,35.78,48,48,3841.44,80.03,us-east-1,c6i.12xlarge,2024-06-11 21:42:16.994330,,
EP Benchmark,D,35.78,48,48,3841.33,80.03,us-east-1,c6i.12xlarge,2024-06-11 21:42:54.244603,,
EP Benchmark,D,36.49,48,48,3766.11,78.46,us-east-1,c6i.12xlarge,2024-06-11 21:43:32.189899,,
