algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,34.13,48,48,4026.35,83.88,us-east-1,c6g.12xlarge,2024-06-12 09:06:16.631946,1.6320000000,0.738100
EP Benchmark,D,33.65,48,48,4084.72,85.10,us-east-1,c6g.12xlarge,2024-06-12 09:06:51.773342,1.6320000000,0.738100
EP Benchmark,D,33.68,48,48,4081.25,85.03,us-east-1,c6g.12xlarge,2024-06-12 09:07:27.201514,1.6320000000,0.738100
EP Benchmark,D,33.67,48,48,4082.06,85.04,us-east-1,c6g.12xlarge,2024-06-12 09:08:03.068882,1.6320000000,0.738100
EP Benchmark,D,33.68,48,48,4081.19,85.02,us-east-1,c6g.12xlarge,2024-06-12 09:08:38.627744,1.6320000000,0.738100
EP Benchmark,D,22.45,48,48,6122.66,127.56,us-east-1,c7g.12xlarge,2024-06-12 09:10:30.763073,1.7400000000,0.772900
EP Benchmark,D,22.43,48,48,6128.34,127.67,us-east-1,c7g.12xlarge,2024-06-12 09:10:54.873057,1.7400000000,0.772900
EP Benchmark,D,22.43,48,48,6127.29,127.65,us-east-1,c7g.12xlarge,2024-06-12 09:11:19.551458,1.7400000000,0.772900
EP Benchmark,D,22.43,48,48,6127.79,127.66,us-east-1,c7g.12xlarge,2024-06-12 09:11:45.050611,1.7400000000,0.772900
EP Benchmark,D,22.42,48,48,6129.03,127.69,us-east-1,c7g.12xlarge,2024-06-12 09:12:09.653507,1.7400000000,0.772900
EP Benchmark,D,38.45,48,48,3574.63,74.47,us-east-1,c5a.12xlarge,2024-06-12 09:14:59.556416,1.8480000000,0.883500
EP Benchmark,D,38.30,48,48,3588.22,74.75,us-east-1,c5a.12xlarge,2024-06-12 09:15:40.374001,1.8480000000,0.883500
EP Benchmark,D,38.30,48,48,3588.39,74.76,us-east-1,c5a.12xlarge,2024-06-12 09:16:21.949359,1.8480000000,0.883500
EP Benchmark,D,38.31,48,48,3587.93,74.75,us-east-1,c5a.12xlarge,2024-06-12 09:17:03.111537,1.8480000000,0.883500
EP Benchmark,D,38.29,48,48,3589.42,74.78,us-east-1,c5a.12xlarge,2024-06-12 09:17:43.253422,1.8480000000,0.883500
EP Benchmark,D,38.58,48,48,3562.43,74.22,us-east-1,c5.12xlarge,2024-06-12 09:19:52.621772,2.0400000000,0.905500
EP Benchmark,D,38.69,48,48,3552.46,74.01,us-east-1,c5.12xlarge,2024-06-12 09:20:33.446150,2.0400000000,0.905500
EP Benchmark,D,38.71,48,48,3550.63,73.97,us-east-1,c5.12xlarge,2024-06-12 09:21:14.410091,2.0400000000,0.905500
EP Benchmark,D,38.97,48,48,3527.20,73.48,us-east-1,c5.12xlarge,2024-06-12 09:21:55.572437,2.0400000000,0.905500
EP Benchmark,D,38.62,48,48,3558.75,74.14,us-east-1,c5.12xlarge,2024-06-12 09:22:36.739242,2.0400000000,0.905500
EP Benchmark,D,34.94,48,48,3933.10,81.94,us-east-1,c6a.12xlarge,2024-06-12 09:24:58.363209,1.8360000000,0.834100
EP Benchmark,D,34.62,48,48,3970.42,82.72,us-east-1,c6a.12xlarge,2024-06-12 09:25:35.084615,1.8360000000,0.834100
EP Benchmark,D,34.53,48,48,3980.26,82.92,us-east-1,c6a.12xlarge,2024-06-12 09:26:11.467672,1.8360000000,0.834100
EP Benchmark,D,34.59,48,48,3973.73,82.79,us-east-1,c6a.12xlarge,2024-06-12 09:26:47.931034,1.8360000000,0.834100
EP Benchmark,D,38.69,48,48,3552.67,74.01,us-east-1,c6a.12xlarge,2024-06-12 09:27:29.125354,1.8360000000,0.834100
EP Benchmark,D,35.86,48,48,3832.98,79.85,us-east-1,c7i.12xlarge,2024-06-12 09:30:04.338149,2.1420000000,0.941300
EP Benchmark,D,35.19,48,48,3905.99,81.37,us-east-1,c7i.12xlarge,2024-06-12 09:30:41.411537,2.1420000000,0.941300
EP Benchmark,D,33.52,48,48,4099.94,85.42,us-east-1,c7i.12xlarge,2024-06-12 09:31:16.940804,2.1420000000,0.941300
EP Benchmark,D,33.61,48,48,4089.65,85.20,us-east-1,c7i.12xlarge,2024-06-12 09:31:52.679357,2.1420000000,0.941300
EP Benchmark,D,33.57,48,48,4093.64,85.28,us-east-1,c7i.12xlarge,2024-06-12 09:32:28.315703,2.1420000000,0.941300
EP Benchmark,D,36.09,48,48,3808.61,79.35,us-east-1,c6i.12xlarge,2024-06-12 09:34:34.530633,2.0400000000,0.922300
EP Benchmark,D,35.94,48,48,3824.26,79.67,us-east-1,c6i.12xlarge,2024-06-12 09:35:12.623346,2.0400000000,0.922300
