algorithm_name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_total,Mops_per_thread,region,Instance_name,timestamp,Ondemand_price,Spot_price
EP Benchmark,D,31.69,48,48,4337.52,90.36,us-east-1us-east-1b,c7a.12xlarge,2024-06-13 17:06:40.166594,2.4633600000,1.190000
EP Benchmark,D,31.26,48,48,4397.34,91.61,us-east-1us-east-1b,c7a.12xlarge,2024-06-13 17:07:12.899195,2.4633600000,1.190000
EP Benchmark,D,31.23,48,48,4400.95,91.69,us-east-1us-east-1b,c7a.12xlarge,2024-06-13 17:07:45.736232,2.4633600000,1.190000
EP Benchmark,D,31.25,48,48,4398.50,91.64,us-east-1us-east-1b,c7a.12xlarge,2024-06-13 17:08:18.444939,2.4633600000,1.190000
EP Benchmark,D,31.18,48,48,4408.11,91.84,us-east-1us-east-1b,c7a.12xlarge,2024-06-13 17:08:51.098202,2.4633600000,1.190000
EP Benchmark,D,33.51,48,48,4101.12,85.44,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:11:09.001893,,
EP Benchmark,D,33.68,48,48,4080.80,85.02,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:11:44.131524,,
EP Benchmark,D,33.67,48,48,4081.68,85.03,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:12:19.284149,,
EP Benchmark,D,33.67,48,48,4081.40,85.03,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:12:54.435996,,
EP Benchmark,D,33.69,48,48,4080.07,85.00,us-east-1us-east-1a,c6g.12xlarge,2024-06-13 17:13:29.603269,,
EP Benchmark,D,22.46,48,48,6120.59,127.51,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:15:36.581041,,
EP Benchmark,D,22.44,48,48,6125.94,127.62,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:16:00.500412,,
EP Benchmark,D,22.43,48,48,6128.02,127.67,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:16:24.344623,,
EP Benchmark,D,22.44,48,48,6124.39,127.59,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:16:48.195105,,
EP Benchmark,D,22.43,48,48,6126.38,127.63,us-east-1us-east-1a,c7g.12xlarge,2024-06-13 17:17:12.056292,,
EP Benchmark,D,39.65,48,48,3466.44,72.22,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:18:49.905353,,
EP Benchmark,D,39.86,48,48,3448.21,71.84,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:19:31.259696,,
EP Benchmark,D,38.84,48,48,3538.41,73.72,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:20:11.758703,,
EP Benchmark,D,38.83,48,48,3539.12,73.73,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:20:52.229499,,
EP Benchmark,D,38.85,48,48,3537.70,73.70,us-east-1us-east-1a,c5a.12xlarge,2024-06-13 17:21:32.601632,,
EP Benchmark,D,39.17,48,48,3508.42,73.09,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:23:25.152454,,
EP Benchmark,D,39.30,48,48,3496.88,72.85,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:24:05.913561,,
EP Benchmark,D,39.73,48,48,3459.04,72.06,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:24:47.147249,,
EP Benchmark,D,39.36,48,48,3491.95,72.75,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:25:28.012003,,
EP Benchmark,D,39.58,48,48,3472.26,72.34,us-east-1us-east-1a,c5.12xlarge,2024-06-13 17:26:09.100960,,
EP Benchmark,D,38.02,48,48,3614.89,75.31,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:28:46.546208,,
EP Benchmark,D,37.48,48,48,3666.82,76.39,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:29:25.529497,,
EP Benchmark,D,37.50,48,48,3665.34,76.36,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:30:04.533088,,
EP Benchmark,D,37.41,48,48,3673.55,76.53,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:30:43.401147,,
EP Benchmark,D,38.05,48,48,3612.34,75.26,us-east-1us-east-1a,c6a.12xlarge,2024-06-13 17:31:23.025119,,
EP Benchmark,D,33.31,48,48,4125.58,85.95,us-east-1us-east-1c,c7i.12xlarge,2024-06-13 17:33:34.116691,,
EP Benchmark,D,33.25,48,48,4133.35,86.11,us-east-1us-east-1c,c7i.12xlarge,2024-06-13 17:34:08.829864,,
