2024-08-19 22:55:02.846238;6185873;5756690;11445;11378;0;0;0;0
2024-08-19 22:55:04.848961;6192111;5762654;11534;11469;0;0;0;0
2024-08-19 22:55:06.851521;6192111;5762654;11534;11469;0;0;0;0
2024-08-19 22:55:08.854011;6192201;5762730;11535;11470;0;0;0;0
2024-08-19 22:55:10.856499;6192201;5762730;11535;11470;0;0;0;0
2024-08-19 22:55:12.859000;6192427;5762782;11536;11471;0;0;0;0
2024-08-19 22:55:14.861551;6192427;5762782;11536;11471;0;0;0;0
2024-08-19 22:55:16.864062;6192427;5762782;11536;11471;0;0;0;0
2024-08-19 22:55:18.866623;6192427;5762782;11536;11471;0;0;0;0
2024-08-19 22:55:20.869103;6192427;5762782;11536;11471;0;0;0;0
2024-08-19 22:55:22.871644;6192427;5762782;11536;11471;0;0;0;0
2024-08-19 22:55:24.875335;6192517;5762858;11537;11472;0;0;0;0
2024-08-19 22:55:26.877794;6192695;5762910;11538;11473;0;0;0;0
2024-08-19 22:55:28.880318;6192695;5762910;11538;11473;0;0;0;0
2024-08-19 22:55:30.882876;6192695;5762910;11538;11473;0;0;0;0
2024-08-19 22:55:32.885363;6192695;5762910;11538;11473;0;0;0;0
2024-08-19 22:55:34.887946;6192695;5762910;11538;11473;0;0;0;0
2024-08-19 22:55:36.890511;6192695;5762910;11538;11473;0;0;0;0
2024-08-19 22:55:38.893006;6192695;5762910;11538;11473;0;0;0;0
2024-08-19 22:55:40.895509;6192785;5762986;11539;11474;0;0;0;0
2024-08-19 22:55:42.898042;6192785;5762986;11539;11474;0;0;0;0
2024-08-19 22:55:44.900519;6192963;5763038;11540;11475;0;0;0;0
2024-08-19 22:55:46.903118;6192963;5763038;11540;11475;0;0;0;0
2024-08-19 22:55:48.905557;6193053;5763114;11541;11476;0;0;0;0
2024-08-19 22:55:50.908101;6193185;5763218;11543;11478;0;0;0;0
2024-08-19 22:55:52.910653;6193455;5763446;11546;11481;0;0;0;0
2024-08-19 22:55:54.913844;6193635;5763598;11548;11483;0;0;0;0
2024-08-19 22:55:56.916370;6193815;5763750;11550;11485;0;0;0;0
2024-08-19 22:55:58.918905;6193815;5763750;11550;11485;0;0;0;0
2024-08-19 22:56:00.921386;6193815;5763750;11550;11485;0;0;0;0
2024-08-19 22:56:02.923939;6193993;5763802;11551;11486;0;0;0;0
2024-08-19 22:56:04.926511;6193993;5763802;11551;11486;0;0;0;0
2024-08-19 22:56:06.928989;6193993;5763802;11551;11486;0;0;0;0
2024-08-19 22:56:08.931525;6193993;5763802;11551;11486;0;0;0;0
2024-08-19 22:56:10.934029;6193993;5763802;11551;11486;0;0;0;0
2024-08-19 22:56:12.936492;6194083;5763878;11552;11487;0;0;0;0
2024-08-19 22:56:14.939120;6194083;5763878;11552;11487;0;0;0;0
