2024-08-19 22:46:56.155735;2275133;2213090;4499;4513;0;0;0;0
2024-08-19 22:46:58.158982;2303745;2240554;4645;4661;0;0;0;0
2024-08-19 22:47:00.161533;2303923;2240606;4646;4662;0;0;0;0
2024-08-19 22:47:02.164145;2304143;2240734;4648;4664;0;0;0;0
2024-08-19 22:47:04.166813;2304273;2240786;4649;4665;0;0;0;0
2024-08-19 22:47:06.169415;2304273;2240786;4649;4665;0;0;0;0
2024-08-19 22:47:08.172061;2304273;2240786;4649;4665;0;0;0;0
2024-08-19 22:47:10.174757;2304403;2240838;4650;4666;0;0;0;0
2024-08-19 22:47:12.177356;2304403;2240838;4650;4666;0;0;0;0
2024-08-19 22:47:14.180074;2304713;2241042;4653;4669;0;0;0;0
2024-08-19 22:47:16.182748;2305163;2241422;4658;4674;0;0;0;0
2024-08-19 22:47:18.185361;2305383;2241498;4660;4675;0;0;0;0
2024-08-19 22:47:20.188026;2310783;2245038;4695;4711;0;0;0;0
2024-08-19 22:47:22.191002;2317293;2249186;4717;4732;0;0;0;0
2024-08-19 22:47:24.193783;2328659;2254370;4746;4762;0;0;0;0
2024-08-19 22:47:26.196457;2335861;2257930;4770;4784;0;0;0;0
