timestamp;bytes_sent;bytes_recv;packets_sent;packets_recv;errin;errout;dropin;dropout
2024-08-19 22:37:33.395844;54027;354893;439;545;0;0;0;0
2024-08-19 22:37:35.398354;64999;374156;551;663;0;0;0;0
2024-08-19 22:37:37.400988;66223;375040;562;673;0;0;0;0
2024-08-19 22:37:39.403513;66223;375040;562;673;0;0;0;0
2024-08-19 22:37:41.406029;66223;375040;562;673;0;0;0;0
2024-08-19 22:37:43.408541;66223;375040;562;673;0;0;0;0
2024-08-19 22:37:45.411095;66449;375092;563;674;0;0;0;0
2024-08-19 22:37:47.413576;66449;375092;563;674;0;0;0;0
2024-08-19 22:37:49.416127;66597;375260;565;677;0;0;0;0
2024-08-19 22:37:51.418705;66667;375260;566;677;0;0;0;0
2024-08-19 22:37:53.421254;66667;375260;566;677;0;0;0;0
2024-08-19 22:37:55.423728;66667;375260;566;677;0;0;0;0
2024-08-19 22:37:57.426278;66667;375260;566;677;0;0;0;0
2024-08-19 22:37:59.428773;66845;375312;567;678;0;0;0;0
2024-08-19 22:38:01.431281;66887;375340;568;679;0;0;0;0
2024-08-19 22:38:03.433719;66887;375340;568;679;0;0;0;0
2024-08-19 22:38:05.436317;66977;375416;569;680;0;0;0;0
2024-08-19 22:38:07.438897;66977;375416;569;680;0;0;0;0
2024-08-19 22:38:09.441372;66977;375416;569;680;0;0;0;0
2024-08-19 22:38:11.443903;66977;375416;569;680;0;0;0;0
2024-08-19 22:38:13.446508;66977;375416;569;680;0;0;0;0
2024-08-19 22:38:15.449008;66977;375416;569;680;0;0;0;0
2024-08-19 22:38:17.451574;67155;375468;570;681;0;0;0;0
2024-08-19 22:38:19.454162;67155;375468;570;681;0;0;0;0
2024-08-19 22:38:21.456656;67315;375544;572;682;0;0;0;0
2024-08-19 22:38:23.459259;67315;375544;572;682;0;0;0;0
2024-08-19 22:38:25.461775;67315;375544;572;682;0;0;0;0
2024-08-19 22:38:27.464298;67315;375544;572;682;0;0;0;0
2024-08-19 22:38:29.466840;67315;375544;572;682;0;0;0;0
2024-08-19 22:38:31.469306;67315;375544;572;682;0;0;0;0
2024-08-19 22:38:33.471929;67315;375544;572;682;0;0;0;0
2024-08-19 22:38:35.475227;67493;375596;573;683;0;0;0;0
2024-08-19 22:38:37.477724;67673;375748;575;685;0;0;0;0
2024-08-19 22:38:39.480253;68303;376280;582;692;0;0;0;0
2024-08-19 22:38:41.482857;68303;376280;582;692;0;0;0;0
2024-08-19 22:38:43.485364;68303;376280;582;692;0;0;0;0
2024-08-19 22:38:45.487862;68303;376280;582;692;0;0;0;0
2024-08-19 22:38:47.490461;68303;376280;582;692;0;0;0;0
2024-08-19 22:38:49.492924;68303;376280;582;692;0;0;0;0
2024-08-19 22:38:51.495455;68303;376280;582;692;0;0;0;0
2024-08-19 22:38:53.498034;68481;376332;583;693;0;0;0;0
2024-08-19 22:38:55.500540;68571;376408;584;694;0;0;0;0
2024-08-19 22:38:57.503120;68613;376436;585;695;0;0;0;0
2024-08-19 22:38:59.505583;68613;376436;585;695;0;0;0;0
2024-08-19 22:39:01.508150;68613;376436;585;695;0;0;0;0
2024-08-19 22:39:03.510686;68795;376600;587;698;0;0;0;0
2024-08-19 22:39:05.514242;70587;378848;591;704;0;0;0;0
2024-08-19 22:39:07.516756;71285;379404;592;707;0;0;0;0
2024-08-19 22:39:09.519332;71285;379404;592;707;0;0;0;0
2024-08-19 22:39:11.521799;71553;379532;594;709;0;0;0;0
2024-08-19 22:39:13.524417;71553;379532;594;709;0;0;0;0
2024-08-19 22:39:15.526981;71553;379532;594;709;0;0;0;0
2024-08-19 22:39:17.529458;71553;379532;594;709;0;0;0;0
