2024-08-19 23:04:21.595572;8857;5349;308192768;64305152;12313;9267;4272;3607;7060
2024-08-19 23:04:23.598174;8857;5349;308192768;64305152;12313;9267;4272;3607;7060
2024-08-19 23:04:25.600794;8857;5349;308192768;64305152;12313;9267;4272;3607;7060
2024-08-19 23:04:27.603447;8857;5349;308192768;64305152;12313;9267;4272;3607;7060
2024-08-19 23:04:29.606082;8857;5353;308192768;64436224;12313;9271;4272;3607;7061
2024-08-19 23:04:31.608700;8857;5353;308192768;64436224;12313;9271;4272;3607;7061
2024-08-19 23:04:33.611359;8857;5353;308192768;64436224;12313;9271;4272;3607;7061
2024-08-19 23:04:35.614035;8857;5353;308192768;64436224;12313;9271;4272;3607;7061
2024-08-19 23:04:37.616673;8857;5464;308192768;65230848;12313;9408;4272;3642;7076
2024-08-19 23:04:39.619383;8857;5464;308192768;65230848;12313;9408;4272;3642;7076
2024-08-19 23:04:41.622027;8857;5464;308192768;65230848;12313;9408;4272;3642;7076
2024-08-19 23:04:43.624632;8857;5466;308192768;65247232;12313;9410;4272;3643;7077
2024-08-19 23:04:45.627314;8857;5466;308192768;65247232;12313;9410;4272;3643;7077
2024-08-19 23:04:47.630009;8857;5525;308192768;65697792;12313;9468;4272;3662;7087
2024-08-19 23:04:49.633042;8857;5525;308192768;65697792;12313;9468;4272;3662;7087
