Start_Time,End_Time,Instance,InstanceID,Price,Market,Region,Zone,Algorithm_Name,Class,Time_in_Seconds,Total_Threads,Available_Threads,Mops_Total,Mops_per_Thread,Status,Cores
2024-08-19 16:52:27.068352,2024-08-19 16:54:17.322627,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,79.25,,,1808.85,1808.85,SUCCESS,1
2024-08-19 16:52:27.068352,2024-08-19 16:55:07.761112,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,37.32,,,3841.33,1920.66,SUCCESS,2
2024-08-19 16:52:27.068352,2024-08-19 16:55:40.546609,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,20.10,,,7132.43,1783.11,SUCCESS,4
2024-08-19 16:52:27.068352,2024-08-19 16:56:03.851187,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,11.08,,,12937.65,1617.21,SUCCESS,8
2024-08-19 16:52:27.068352,2024-08-19 16:56:22.902484,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,6.28,,,22815.90,1425.99,SUCCESS,16
2024-08-19 16:52:27.068352,2024-08-19 16:57:05.054697,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,26.34,,,5909.90,5909.90,SUCCESS,1
2024-08-19 16:52:27.068352,2024-08-19 16:57:32.885990,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,13.92,,,11185.60,5592.80,SUCCESS,2
2024-08-19 16:52:27.068352,2024-08-19 16:57:53.107551,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,7.13,,,21837.32,5459.33,SUCCESS,4
2024-08-19 16:52:27.068352,2024-08-19 16:58:09.100567,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,3.53,,,44083.87,5510.48,SUCCESS,8
2024-08-19 16:52:27.068352,2024-08-19 16:58:23.462556,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,2.07,,,75157.61,4697.35,SUCCESS,16
2024-08-19 16:52:27.068352,2024-08-19 17:00:04.338442,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,80.92,,,4898.39,4898.39,SUCCESS,1
2024-08-19 16:52:27.068352,2024-08-19 17:01:10.718702,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,50.56,,,7840.07,3920.04,SUCCESS,2
2024-08-19 16:52:27.068352,2024-08-19 17:01:49.040990,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,24.46,,,16207.43,4051.86,SUCCESS,4
2024-08-19 16:52:27.068352,2024-08-19 17:02:15.153796,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,13.24,,,29943.94,3742.99,SUCCESS,8
2024-08-19 16:52:27.068352,2024-08-19 17:02:35.327287,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - ft.C.x,C,7.48,,,52959.56,3309.97,SUCCESS,16
2024-08-19 16:52:27.068352,2024-08-19 17:04:08.597995,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,79.56,,,1801.79,1801.79,SUCCESS,1
2024-08-19 16:52:27.068352,2024-08-19 17:04:58.969687,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,37.29,,,3844.00,1922.00,SUCCESS,2
2024-08-19 16:52:27.068352,2024-08-19 17:05:32.292935,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,20.71,,,6923.26,1730.82,SUCCESS,4
2024-08-19 16:52:27.068352,2024-08-19 17:05:55.487865,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,10.99,,,13044.14,1630.52,SUCCESS,8
2024-08-19 16:52:27.068352,2024-08-19 17:06:14.007876,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - cg.C.x,C,6.23,,,22998.09,1437.38,SUCCESS,16
2024-08-19 16:52:27.068352,2024-08-19 17:06:56.226807,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,26.32,,,5915.98,5915.98,SUCCESS,1
2024-08-19 16:52:27.068352,2024-08-19 17:07:24.152367,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,13.98,,,11137.54,5568.77,SUCCESS,2
2024-08-19 16:52:27.068352,2024-08-19 17:07:44.252635,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,7.09,,,21956.17,5489.04,SUCCESS,4
2024-08-19 16:52:27.068352,2024-08-19 17:08:00.252326,c7a.12xlarge,i-0860dfdad7d66de96,2.4633600000,ondemand,us-east-1,d,NAS Benchmark - mg.C.x,C,3.50,,,44431.10,5553.89,SUCCESS,8
