2024-08-19 23:49:56.817862;2355.57;0.0;141.94;49779.44;15.51;0.0;0.4;0.05;0.0;0.0
2024-08-19 23:49:58.822783;2356.68;0.0;142.36;49874.05;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:00.825732;2358.0;0.0;143.04;49968.19;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:02.828730;2360.01;0.0;143.04;50062.32;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:04.831730;2361.45;0.0;143.61;50156.45;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:06.834940;2363.31;0.0;143.75;50250.59;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:08.837944;2365.32;0.0;143.75;50344.72;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:10.841065;2367.32;0.0;143.75;50438.87;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:12.844166;2369.33;0.0;143.75;50533.01;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:14.847188;2371.04;0.0;144.05;50627.15;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:16.850278;2372.61;0.0;144.48;50721.28;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:18.853468;2374.62;0.0;144.48;50815.42;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:20.856497;2376.62;0.0;144.48;50909.56;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:22.859666;2378.63;0.0;144.48;51003.7;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:24.862690;2380.63;0.0;144.48;51097.84;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:26.865843;2382.64;0.0;144.48;51192.03;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:28.870379;2384.65;0.0;144.49;51286.17;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:30.873178;2386.65;0.0;144.49;51380.29;15.51;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:32.875985;2388.66;0.0;144.49;51474.42;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:34.879107;2390.66;0.0;144.49;51568.56;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:36.882010;2392.67;0.0;144.49;51662.69;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:38.885219;2394.67;0.0;144.49;51756.84;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:40.888251;2396.68;0.0;144.49;51850.97;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:42.891414;2398.68;0.0;144.49;51945.11;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:44.894349;2400.69;0.0;144.49;52039.25;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:46.897631;2402.7;0.0;144.5;52133.37;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:48.900632;2404.71;0.0;144.5;52227.51;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:50.903702;2406.71;0.0;144.5;52321.65;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:52.906637;2408.72;0.0;144.5;52415.78;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:54.909856;2410.72;0.0;144.5;52509.92;15.52;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:56.912882;2412.77;0.0;144.51;52605.86;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:50:58.956518;2414.77;0.0;144.51;52700.0;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:00.959243;2416.78;0.0;144.51;52794.14;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:02.962394;2418.78;0.0;144.51;52888.28;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:04.965328;2420.78;0.0;144.52;52982.41;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:06.968416;2422.79;0.0;144.52;53076.55;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:08.971344;2424.79;0.0;144.52;53170.68;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:10.974458;2426.8;0.0;144.52;53264.82;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:12.977495;2428.81;0.0;144.52;53358.96;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:14.980582;2430.81;0.0;144.52;53453.1;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:16.983570;2432.82;0.0;144.52;53547.23;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:18.986759;2434.82;0.0;144.52;53641.37;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:20.989769;2436.82;0.0;144.53;53735.51;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:22.992886;2438.83;0.0;144.53;53829.65;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:24.995961;2440.83;0.0;144.53;53923.79;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:26.999128;2442.84;0.0;144.53;54017.95;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:29.002716;2444.85;0.0;144.53;54112.08;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:31.005942;2446.85;0.0;144.54;54206.23;15.6;0.0;0.4;0.06;0.0;0.0
2024-08-19 23:51:33.008921;2447.9;0.0;145.01;54300.84;15.6;0.0;0.4;0.06;0.0;0.0
