timestamp;read_count;write_count;read_bytes;write_bytes;read_time;write_time;read_merged_count;write_merged_count;busy_time
2024-08-19 19:52:54.186913;7597;654;260595200;22820352;11721;3301;4212;1832;4801
2024-08-19 19:52:56.192121;8116;656;299740672;22832640;13177;3325;4270;1832;5804
2024-08-19 19:52:58.279495;8157;659;301293056;22869504;13227;3330;4270;1838;5859
2024-08-19 19:53:00.281979;8157;659;301293056;22869504;13227;3330;4270;1838;5859
2024-08-19 19:53:02.284301;8157;661;301293056;23049728;13227;3340;4270;1840;5864
2024-08-19 19:53:04.286643;8157;662;301293056;23074304;13227;3341;4270;1845;5865
2024-08-19 19:53:06.288966;8157;662;301293056;23074304;13227;3341;4270;1845;5865
2024-08-19 19:53:08.291277;8157;662;301293056;23074304;13227;3341;4270;1845;5865
2024-08-19 19:53:10.293652;8157;663;301293056;23098880;13227;3342;4270;1850;5865
2024-08-19 19:53:12.296001;8157;686;301293056;28190208;13227;3523;4270;1855;5890
2024-08-19 19:53:14.298453;8157;686;301293056;28190208;13227;3523;4270;1855;5890
2024-08-19 19:53:16.300807;8157;690;301293056;28222976;13227;3530;4270;1859;5894
2024-08-19 19:53:18.303145;8157;690;301293056;28222976;13227;3530;4270;1859;5894
2024-08-19 19:53:20.305512;8157;690;301293056;28222976;13227;3530;4270;1859;5894
2024-08-19 19:53:22.307867;8157;694;301293056;28251648;13227;3534;4270;1862;5895
2024-08-19 19:53:24.310190;8157;694;301293056;28251648;13227;3534;4270;1862;5895
2024-08-19 19:53:26.316915;8157;700;301293056;29062656;13227;3550;4270;2054;5900
2024-08-19 19:53:28.319269;8157;811;301293056;29885952;13227;3691;4270;2144;5916
2024-08-19 19:53:30.321584;8157;811;301293056;29885952;13227;3691;4270;2144;5916
2024-08-19 19:53:32.323930;8157;822;301293056;29952000;13227;3700;4270;2145;5917
2024-08-19 19:53:34.326331;8157;826;301293056;29980672;13227;3703;4270;2148;5918
2024-08-19 19:53:36.328828;8157;826;301293056;29980672;13227;3703;4270;2148;5918
2024-08-19 19:53:38.331176;8157;826;301293056;29980672;13227;3703;4270;2148;5918
2024-08-19 19:53:40.333535;8157;829;301293056;30005248;13227;3705;4270;2151;5918
2024-08-19 19:53:42.335874;8157;829;301293056;30005248;13227;3705;4270;2151;5918
2024-08-19 19:53:44.338485;8157;844;301293056;30087168;13227;3719;4270;2151;5920
2024-08-19 19:53:46.340834;8157;847;301293056;30111744;13227;3721;4270;2154;5920
2024-08-19 19:53:48.343187;8157;847;301293056;30111744;13227;3721;4270;2154;5920
2024-08-19 19:53:50.345571;8157;847;301293056;30111744;13227;3721;4270;2154;5920
2024-08-19 19:53:52.347949;8157;847;301293056;30111744;13227;3721;4270;2154;5920
2024-08-19 19:53:54.350364;8157;847;301293056;30111744;13227;3721;4270;2154;5920
2024-08-19 19:53:56.353458;8157;849;301293056;30148608;13227;3722;4270;2161;5922
2024-08-19 19:53:58.355806;8157;849;301293056;30148608;13227;3722;4270;2161;5922
2024-08-19 19:54:00.358145;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:02.360553;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:04.362906;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:06.365277;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:08.367632;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:10.369965;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:12.372320;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:14.374746;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:16.377119;8157;854;301293056;30173184;13227;3727;4270;2162;5923
2024-08-19 19:54:18.379447;8160;862;301686272;30214144;13231;3733;4270;2163;5928
2024-08-19 19:54:20.381808;8160;863;301686272;30218240;13231;3738;4270;2163;5933
2024-08-19 19:54:22.384169;8160;863;301686272;30218240;13231;3738;4270;2163;5933
