timestamp;user;nice;system;idle;iowait;irq;softirq;steal;guest;guest_nice
2024-08-19 19:52:54.186913;3.81;0.0;6.73;829.49;9.4;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:52:56.192121;4.03;0.0;6.95;924.27;10.39;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:52:58.279495;5.51;0.0;7.34;1022.55;10.43;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:53:00.281979;7.51;0.0;7.34;1116.65;10.43;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:53:02.284301;9.52;0.0;7.34;1210.75;10.43;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:53:04.286643;11.52;0.0;7.34;1304.85;10.43;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:53:06.288966;13.52;0.0;7.35;1398.96;10.43;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:53:08.291277;15.53;0.0;7.35;1493.06;10.43;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:53:10.293652;17.53;0.0;7.35;1587.16;10.43;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:53:12.296001;19.54;0.0;7.35;1681.24;10.45;0.0;0.07;0.23;0.0;0.0
2024-08-19 19:53:14.298453;21.54;0.0;7.35;1775.34;10.45;0.0;0.07;0.24;0.0;0.0
2024-08-19 19:53:16.300807;23.54;0.0;7.36;1869.45;10.45;0.0;0.07;0.24;0.0;0.0
2024-08-19 19:53:18.303145;25.55;0.0;7.38;1963.52;10.45;0.0;0.07;0.25;0.0;0.0
2024-08-19 19:53:20.305512;27.56;0.0;7.39;2057.62;10.45;0.0;0.07;0.25;0.0;0.0
2024-08-19 19:53:22.307867;29.56;0.0;7.39;2151.72;10.45;0.0;0.07;0.26;0.0;0.0
2024-08-19 19:53:24.310190;31.57;0.0;7.39;2246.02;10.46;0.0;0.07;0.26;0.0;0.0
2024-08-19 19:53:26.316915;33.57;0.0;7.39;2340.12;10.46;0.0;0.07;0.26;0.0;0.0
2024-08-19 19:53:28.319269;35.57;0.0;7.39;2434.22;10.47;0.0;0.07;0.26;0.0;0.0
2024-08-19 19:53:30.321584;37.58;0.0;7.4;2528.32;10.47;0.0;0.07;0.26;0.0;0.0
2024-08-19 19:53:32.323930;39.58;0.0;7.4;2622.42;10.47;0.0;0.07;0.26;0.0;0.0
2024-08-19 19:53:34.326331;41.59;0.0;7.4;2716.53;10.47;0.0;0.07;0.27;0.0;0.0
2024-08-19 19:53:36.328828;43.59;0.0;7.4;2810.64;10.47;0.0;0.07;0.27;0.0;0.0
2024-08-19 19:53:38.331176;45.59;0.0;7.4;2904.74;10.47;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:40.333535;47.6;0.0;7.41;2998.84;10.47;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:42.335874;49.6;0.0;7.41;3092.94;10.47;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:44.338485;51.61;0.0;7.42;3187.05;10.47;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:46.340834;53.61;0.0;7.42;3281.16;10.47;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:48.343187;55.61;0.0;7.42;3375.26;10.47;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:50.345571;57.62;0.0;7.42;3469.37;10.47;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:52.347949;59.62;0.0;7.42;3563.48;10.47;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:54.350364;61.63;0.0;7.42;3657.62;10.48;0.0;0.07;0.3;0.0;0.0
2024-08-19 19:53:56.353458;63.63;0.0;7.42;3751.72;10.48;0.0;0.07;0.31;0.0;0.0
2024-08-19 19:53:58.355806;65.63;0.0;7.43;3845.82;10.48;0.0;0.07;0.31;0.0;0.0
2024-08-19 19:54:00.358145;67.64;0.0;7.43;3939.93;10.48;0.0;0.07;0.31;0.0;0.0
2024-08-19 19:54:02.360553;69.64;0.0;7.43;4034.03;10.48;0.0;0.07;0.31;0.0;0.0
2024-08-19 19:54:04.362906;71.64;0.0;7.43;4128.14;10.48;0.0;0.07;0.31;0.0;0.0
2024-08-19 19:54:06.365277;73.65;0.0;7.43;4222.24;10.48;0.0;0.07;0.31;0.0;0.0
2024-08-19 19:54:08.367632;75.65;0.0;7.43;4316.35;10.48;0.0;0.07;0.33;0.0;0.0
2024-08-19 19:54:10.369965;77.66;0.0;7.43;4410.45;10.48;0.0;0.07;0.33;0.0;0.0
2024-08-19 19:54:12.372320;79.66;0.0;7.43;4504.56;10.48;0.0;0.07;0.33;0.0;0.0
2024-08-19 19:54:14.374746;81.67;0.0;7.43;4598.67;10.48;0.0;0.07;0.33;0.0;0.0
2024-08-19 19:54:16.377119;83.67;0.0;7.43;4692.77;10.48;0.0;0.07;0.33;0.0;0.0
2024-08-19 19:54:18.379447;85.14;0.0;7.51;4787.32;10.48;0.0;0.07;0.33;0.0;0.0
