2024-08-19 22:19:56.959993;100140048384;98704764928;1.4;561942528;99176620032;326471680;97800192;23166976;378318848;3018752;218783744
2024-08-19 22:19:58.963273;100140048384;96792186880;3.3;2474336256;97263886336;2232385536;97714176;23166976;378658816;3174400;219136000
2024-08-19 22:20:00.966365;100140048384;95192260608;4.9;4074262528;95663960064;3827879936;97714176;23166976;378658816;3174400;219136000
2024-08-19 22:20:02.969269;100140048384;93319254016;6.8;5947265024;93790953472;5710143488;97714176;23166976;378662912;3178496;219136000
2024-08-19 22:20:04.972744;100140048384;93319254016;6.8;5947265024;93790953472;5710143488;97714176;23166976;378662912;3178496;219111424
2024-08-19 22:20:06.975677;100140048384;93320503296;6.8;5946015744;93792202752;5710143488;97714176;23166976;378662912;3178496;219111424
2024-08-19 22:20:08.978920;100140048384;91175284736;9.0;8091234304;91646984192;7857594368;97714176;23166976;378662912;3178496;219111424
2024-08-19 22:20:10.981866;100140048384;91177914368;8.9;8088600576;91649605632;7857606656;97722368;23166976;378675200;3182592;219201536
2024-08-19 22:20:12.984883;100140048384;91179704320;8.9;8086810624;91651395584;7857606656;97722368;23166976;378675200;3182592;219201536
2024-08-19 22:20:14.987922;100140048384;91180740608;8.9;8085770240;91652431872;7857606656;97722368;23166976;378679296;3182592;219201536
2024-08-19 22:20:16.991026;100140048384;91181473792;8.9;8085037056;91653165056;7857606656;97722368;23166976;378679296;3182592;219209728
2024-08-19 22:20:18.994564;100140048384;91182112768;8.9;8084398080;91653804032;7857606656;97722368;23166976;378679296;3182592;219209728
2024-08-19 22:20:20.997539;100140048384;91182673920;8.9;8083836928;91654365184;7857606656;97722368;23166976;378679296;3182592;219209728
2024-08-19 22:20:23.000523;100140048384;91182673920;8.9;8083836928;91654365184;7857606656;97722368;23166976;378679296;3182592;219209728
2024-08-19 22:20:25.003461;100140048384;91184525312;8.9;8081985536;91656216576;7857606656;97722368;23171072;378675200;3182592;219209728
2024-08-19 22:20:27.008222;100140048384;91184525312;8.9;8081977344;91656216576;7857606656;97722368;23175168;378679296;3182592;219209728
2024-08-19 22:20:29.011203;100140048384;91184525312;8.9;8081973248;91656216576;7857606656;97722368;23175168;378683392;3182592;219209728
2024-08-19 22:20:31.014202;100140048384;91185090560;8.9;8081403904;91656781824;7857606656;97722368;23175168;378687488;3182592;219209728
2024-08-19 22:20:33.017312;100140048384;91186429952;8.9;8080064512;91658121216;7857606656;97722368;23175168;378687488;3182592;219209728
2024-08-19 22:20:35.020361;100140048384;91189358592;8.9;8077135872;91661049856;7857606656;97722368;23175168;378687488;3182592;219209728
2024-08-19 22:20:37.023470;100140048384;91191193600;8.9;8075300864;91662884864;7857606656;97722368;23175168;378687488;3182592;219209728
2024-08-19 22:20:39.026418;100140048384;91193876480;8.9;8072617984;91665567744;7857606656;97722368;23175168;378687488;3182592;219209728
2024-08-19 22:20:41.029544;100140048384;91194437632;8.9;8072056832;91666128896;7857606656;97722368;23175168;378687488;3182592;219209728
2024-08-19 22:20:43.032482;100140048384;91194560512;8.9;8071933952;91666251776;7857606656;97722368;23175168;378687488;3182592;219209728
2024-08-19 22:20:45.035528;100140048384;91195052032;8.9;8071442432;91666743296;7857606656;97722368;23175168;378687488;3182592;219209728
2024-08-19 22:20:47.038512;100140048384;91195543552;8.9;8070946816;91667234816;7857606656;97722368;23175168;378691584;3182592;219209728
2024-08-19 22:20:49.041467;100140048384;91197161472;8.9;8069328896;91668852736;7857606656;97722368;23175168;378691584;3182592;219209728
2024-08-19 22:20:51.044667;100140048384;91197194240;8.9;8069296128;91668885504;7857606656;97722368;23175168;378691584;3182592;219209728
2024-08-19 22:20:53.047630;100140048384;91197194240;8.9;8069296128;91668885504;7857606656;97722368;23175168;378691584;3182592;219209728
2024-08-19 22:20:55.050587;100140048384;91197194240;8.9;8069296128;91668885504;7857606656;97722368;23179264;378687488;3182592;219209728
2024-08-19 22:20:57.054437;100140048384;91198365696;8.9;8068116480;91670056960;7857606656;97722368;23183360;378691584;3182592;219209728
2024-08-19 22:20:59.057838;100140048384;91200135168;8.9;8066338816;91671826432;7857606656;97722368;23183360;378699776;3182592;219209728
2024-08-19 22:21:01.060863;100140048384;91200135168;8.9;8066338816;91671826432;7857606656;97722368;23183360;378699776;3182592;219209728
2024-08-19 22:21:03.064121;100140048384;91201306624;8.9;8065216512;91672944640;7857610752;97775616;23183360;378703872;3182592;219209728
2024-08-19 22:21:05.067169;100140048384;91201306624;8.9;8065216512;91672944640;7857610752;97775616;23183360;378703872;3182592;219209728
2024-08-19 22:21:07.070140;100140048384;91201306624;8.9;8065216512;91672944640;7857610752;97775616;23183360;378703872;3182592;219209728
2024-08-19 22:21:09.073159;100140048384;91201355776;8.9;8065167360;91672993792;7857610752;97775616;23183360;378703872;3182592;219209728
2024-08-19 22:21:11.076120;100140048384;91202772992;8.9;8063750144;91674411008;7857610752;97775616;23183360;378703872;3182592;219209728
2024-08-19 22:21:13.079464;100140048384;91202772992;8.9;8063750144;91674411008;7857610752;97775616;23183360;378703872;3182592;219209728
2024-08-19 22:21:15.082439;100140048384;91203031040;8.9;8063492096;91674669056;7857610752;97775616;23183360;378703872;3182592;219209728
2024-08-19 22:21:17.085378;100140048384;98754555904;1.4;512122880;99226193920;327917568;97775616;23183360;378548224;3026944;219062272
2024-08-19 22:21:19.088354;100140048384;98739716096;1.4;526958592;99211472896;326389760;97771520;23183360;378433536;3022848;218869760
2024-08-19 22:21:21.092055;100140048384;98750394368;1.4;516304896;99222118400;326209536;97804288;23183360;378441728;3026944;218779648
